ID	Year	Latitude	Longitude	Production
535	2020	-8,348061	-35	114071,6667
536	2020	-8,271973	-35	114071,6667
537	2020	-7,515939	-35	114071,6667
538	2020	-7,802184	-38	114071,6667
539	2020	-7,874628	-35	114071,6667
540	2021	-8,348061	-35	94647,26667
541	2021	-8,271973	-35	94647,26667
542	2021	-7,515939	-35	94647,26667
543	2021	-7,802184	-38	94647,26667
544	2021	-7,874628	-35	94647,26667
545	2022	-8,348061	-35	42605,08889
546	2022	-8,271973	-35	42605,08889
547	2022	-7,515939	-35	42605,08889
548	2022	-7,802184	-38	42605,08889
549	2022	-7,874628	-35	42605,08889
550	2014	-7,105743	-41	738075,5556
551	2015	-7,105743	-41	772716,2222
552	2016	-7,105743	-41	722933,4444
553	2017	-7,105743	-41	437458,8889
554	2018	-7,105743	-41	228833,3333
555	2019	-7,105743	-41	199800
556	2020	-7,105743	-41	153133,3333
557	2021	-7,105743	-41	138833,3333
558	2022	-7,105743	-41	59444,44444
559	2014	-6,277593	-37	643204,8519
560	2014	-5,201992	-37	643204,8519
561	2014	-5,073479	-38	643204,8519
562	2015	-6,277593	-37	657015,7407
563	2015	-5,201992	-37	657015,7407
564	2015	-5,073479	-38	657015,7407
565	2016	-6,277593	-37	502765,1481
566	2016	-5,201992	-37	502765,1481
567	2016	-5,073479	-38	502765,1481
568	2017	-6,277593	-37	393633,963
569	2017	-5,201992	-37	393633,963
570	2017	-5,073479	-38	393633,963
571	2018	-6,277593	-37	346550,7778
572	2018	-5,201992	-37	346550,7778
573	2018	-5,073479	-38	346550,7778
574	2019	-6,277593	-37	332487,6667
575	2019	-5,201992	-37	332487,6667
576	2019	-5,073479	-38	332487,6667
577	2020	-6,277593	-37	408102,4444
578	2020	-5,201992	-37	408102,4444
579	2020	-5,073479	-38	408102,4444
580	2021	-6,277593	-37	461022,7778
581	2021	-5,201992	-37	461022,7778
582	2021	-5,073479	-38	461022,7778
583	2022	-6,277593	-37	229351,4815
584	2022	-5,201992	-37	229351,4815
585	2022	-5,073479	-38	229351,4815
586	2014	-31,584917	-54	521210,4167
587	2014	-29,924917	-51	521210,4167
588	2014	-29,842838	-51	521210,4167
589	2014	-31,513336	-54	521210,4167
590	2015	-31,584917	-54	462237,5833
591	2015	-29,924917	-51	462237,5833
592	2015	-29,842838	-51	462237,5833
593	2015	-31,513336	-54	462237,5833
594	2016	-31,584917	-54	381787,1667
595	2016	-29,924917	-51	381787,1667
596	2016	-29,842838	-51	381787,1667
597	2016	-31,513336	-54	381787,1667
598	2017	-31,584917	-54	355031,25
599	2017	-29,924917	-51	355031,25
600	2017	-29,842838	-51	355031,25
601	2017	-31,513336	-54	355031,25
602	2018	-31,584917	-54	341644,9167
603	2018	-29,924917	-51	341644,9167
604	2018	-29,842838	-51	341644,9167
605	2018	-31,513336	-54	341644,9167
606	2019	-31,584917	-54	344541,5
607	2019	-29,924917	-51	344541,5
608	2019	-29,842838	-51	344541,5
609	2019	-31,513336	-54	344541,5
610	2020	-31,584917	-54	378458,6667
611	2020	-29,924917	-51	378458,6667
612	2020	-29,842838	-51	378458,6667
613	2020	-31,513336	-54	378458,6667
614	2021	-31,584917	-54	422048
615	2021	-29,924917	-51	422048
616	2021	-29,842838	-51	422048
617	2021	-31,513336	-54	422048
618	2022	-31,584917	-54	229576,5
619	2022	-29,924917	-51	229576,5
620	2022	-29,842838	-51	229576,5
621	2022	-31,513336	-54	229576,5
622	2014	-21,980226	-42	558376,375
623	2014	-22,509047	-44	558376,375
624	2014	-21,941136	-42	558376,375
625	2014	-22,889338	-44	558376,375
626	2014	-22,860007	-44	558376,375
627	2014	-22,521602	-44	558376,375
628	2014	-21,912439	-42	558376,375
629	2014	-22,904392	-44	558376,375
630	2015	-21,980226	-42	539383,5
631	2015	-22,509047	-44	539383,5
632	2015	-21,941136	-42	539383,5
633	2015	-22,889338	-44	539383,5
634	2015	-22,860007	-44	539383,5
635	2015	-22,521602	-44	539383,5
636	2015	-21,912439	-42	539383,5
637	2015	-22,904392	-44	539383,5
638	2016	-21,980226	-42	467656,5
639	2016	-22,509047	-44	467656,5
640	2016	-21,941136	-42	467656,5
641	2016	-22,889338	-44	467656,5
642	2016	-22,860007	-44	467656,5
643	2016	-22,521602	-44	467656,5
644	2016	-21,912439	-42	467656,5
645	2016	-22,904392	-44	467656,5
646	2017	-21,980226	-42	402976,375
647	2017	-22,509047	-44	402976,375
648	2017	-21,941136	-42	402976,375
649	2017	-22,889338	-44	402976,375
650	2017	-22,860007	-44	402976,375
651	2017	-22,521602	-44	402976,375
652	2017	-21,912439	-42	402976,375
653	2017	-22,904392	-44	402976,375
654	2018	-21,980226	-42	436722
655	2018	-22,509047	-44	436722
656	2018	-21,941136	-42	436722
657	2018	-22,889338	-44	436722
658	2018	-22,860007	-44	436722
659	2018	-22,521602	-44	436722
660	2018	-21,912439	-42	436722
661	2018	-22,904392	-44	436722
662	2019	-21,980226	-42	487239,75
663	2019	-22,509047	-44	487239,75
664	2019	-21,941136	-42	487239,75
665	2019	-22,889338	-44	487239,75
666	2019	-22,860007	-44	487239,75
667	2019	-22,521602	-44	487239,75
668	2019	-21,912439	-42	487239,75
669	2019	-22,904392	-44	487239,75
670	2020	-21,980226	-42	464728,75
671	2020	-22,509047	-44	464728,75
672	2020	-21,941136	-42	464728,75
673	2020	-22,889338	-44	464728,75
674	2020	-22,860007	-44	464728,75
675	2020	-22,521602	-44	464728,75
676	2020	-21,912439	-42	464728,75
677	2020	-22,904392	-44	464728,75
678	2021	-21,980226	-42	514501,75
679	2021	-22,509047	-44	514501,75
680	2021	-21,941136	-42	514501,75
681	2021	-22,889338	-44	514501,75
682	2021	-22,860007	-44	514501,75
683	2021	-22,521602	-44	514501,75
684	2021	-21,912439	-42	514501,75
685	2021	-22,904392	-44	514501,75
686	2022	-21,980226	-42	282883,375
687	2022	-22,509047	-44	282883,375
688	2022	-21,941136	-42	282883,375
689	2022	-22,889338	-44	282883,375
690	2022	-22,860007	-44	282883,375
691	2022	-22,521602	-44	282883,375
692	2022	-21,912439	-42	282883,375
693	2022	-22,904392	-44	282883,375
694	2014	-8,800253	-64	411419
695	2015	-8,800253	-64	457724
696	2016	-8,800253	-64	256156
697	2017	-8,800253	-64	206445
698	2018	-8,800253	-64	279966,4286
699	2019	-8,800253	-64	214264,7143
700	2020	-8,800253	-64	304654
701	2021	-8,800253	-64	278926
702	2022	-8,800253	-64	143673,5714
703	2014	-28,42847	-49	455367,1333
704	2014	-26,818808	-49	455367,1333
705	2014	-28,211588	-49	455367,1333
706	2014	-26,879973	-49	455367,1333
707	2014	-27,3566	-49	455367,1333
708	2015	-28,42847	-49	377632,0667
709	2015	-26,818808	-49	377632,0667
710	2015	-28,211588	-49	377632,0667
711	2015	-26,879973	-49	377632,0667
712	2015	-27,3566	-49	377632,0667
713	2016	-28,42847	-49	294712,5333
714	2016	-26,818808	-49	294712,5333
715	2016	-28,211588	-49	294712,5333
