ID	Year	Latitude	Longitude	Production
702	2011	-22,72	-43,27	1640668,77
703	2012	-22,72	-43,27	1719426,15
704	2013	-22,72	-43,27	1838607,55
705	2014	-22,72	-43,27	1795702,35
706	2015	-22,72	-43,27	1515414,16
707	2016	-22,72	-43,27	1474278,13
708	2017	-22,72	-43,27	1355561,48
709	2018	-22,72	-43,27	1451344,96
710	2019	-22,72	-43,27	1449884,54
711	2020	-22,72	-43,27	1377360,79
712	2021	-22,72	-43,27	1424787,39
713	2022	-22,72	-43,27	1565619,12
714	2023	-22,72	-43,27	280630,09
715	1990	-22,72	-43,27	1312465,96
716	1991	-22,72	-43,27	1361129,9
717	1992	-22,72	-43,27	1434100,2
718	1993	-22,72	-43,27	1291672,85
719	1994	-22,72	-43,27	1224290,47
720	1995	-22,72	-43,27	1060881,9
721	1996	-22,72	-43,27	1486977,31
722	1997	-22,72	-43,27	1282230,95
723	1998	-22,72	-43,27	1565721,17
724	1999	-22,72	-43,27	1584876,41
725	2000	-22,72	-43,27	1406742,61
726	2001	-22,72	-43,27	1450557,42
727	2002	-22,72	-43,27	1461215,99
728	2003	-22,72	-43,27	1484882,1
729	2004	-22,72	-43,27	1654384,55
730	2005	-22,72	-43,27	1615121,82
731	2006	-22,72	-43,27	1656510,7
732	2007	-22,72	-43,27	1588913,95
733	2008	-22,72	-43,27	1683232,72
734	2009	-22,72	-43,27	1578616,26
735	2010	-22,72	-43,27	1673817,08
736	2011	-22,72	-43,27	1640668,77
737	2012	-22,72	-43,27	1719426,15
738	2013	-22,72	-43,27	1838607,55
739	2014	-22,72	-43,27	1795702,35
740	2015	-22,72	-43,27	1515414,16
741	2016	-22,72	-43,27	1474278,13
742	2017	-22,72	-43,27	1355561,48
743	2018	-22,72	-43,27	1451344,96
744	2019	-22,72	-43,27	1449884,54
745	2020	-22,72	-43,27	1377360,79
746	2021	-22,72	-43,27	1424787,39
747	2022	-22,72	-43,27	1565619,12
748	2023	-22,72	-43,27	280630,09
749	1990	-29,87	-51,17	1060673,88
750	1991	-29,87	-51,17	921762,24
751	1992	-29,87	-51,17	1100115,24
752	1993	-29,87	-51,17	1230643,68
753	1994	-29,87	-51,17	1662454,36
754	1995	-29,87	-51,17	1587024,04
755	1996	-29,87	-51,17	1867846,4
756	1997	-29,87	-51,17	1670258,8
757	1998	-29,87	-51,17	1839972,68
758	1999	-29,87	-51,17	1929016,6
759	2000	-29,87	-51,17	2001037,08
760	2001	-29,87	-51,17	1870167,32
761	2002	-29,87	-51,17	1768651,36
762	2003	-29,87	-51,17	1707955,76
763	2004	-29,87	-51,17	1686783,56
764	2005	-29,87	-51,17	1943506,88
765	2006	-29,87	-51,17	1902992
766	2007	-29,87	-51,17	2423225,28
767	2008	-29,87	-51,17	2376492,44
768	2009	-29,87	-51,17	2719059,56
769	2010	-29,87	-51,17	2425783,08
770	2011	-29,87	-51,17	2433443,04
771	2012	-29,87	-51,17	2553567,52
772	2013	-29,87	-51,17	3225528,04
773	2014	-29,87	-51,17	3131419,76
774	2015	-29,87	-51,17	2855661,48
775	2016	-29,87	-51,17	2473896,04
776	2017	-29,87	-51,17	2268113,96
777	2018	-29,87	-51,17	2242579,08
778	2019	-29,87	-51,17	2334593,24
779	2020	-29,87	-51,17	2208479,84
780	2021	-29,87	-51,17	2468019,4
781	2022	-29,87	-51,17	2684055,36
782	2023	-29,87	-51,17	220461,64
783	1990	-29,87	-51,17	1401604,77
784	1991	-29,87	-51,17	1218042,96
785	1992	-29,87	-51,17	1453723,71
786	1993	-29,87	-51,17	1626207,72
787	1994	-29,87	-51,17	2196814,69
788	1995	-29,87	-51,17	2097138,91
789	1996	-29,87	-51,17	2468225,6
790	1997	-29,87	-51,17	2207127,7
791	1998	-29,87	-51,17	2431392,47
792	1999	-29,87	-51,17	2549057,65
793	2000	-29,87	-51,17	2644227,57
794	2001	-29,87	-51,17	2471292,53
795	2002	-29,87	-51,17	2337146,44
796	2003	-29,87	-51,17	2256941,54
797	2004	-29,87	-51,17	2228963,99
798	2005	-29,87	-51,17	2568205,52
799	2006	-29,87	-51,17	2514668
800	2007	-29,87	-51,17	3202119,12
801	2008	-29,87	-51,17	3140365,01
802	2009	-29,87	-51,17	3593042,99
803	2010	-29,87	-51,17	3205499,07
804	2011	-29,87	-51,17	3215621,16
805	2012	-29,87	-51,17	3374357,08
806	2013	-29,87	-51,17	4262304,91
807	2014	-29,87	-51,17	4137947,54
808	2015	-29,87	-51,17	3773552,67
809	2016	-29,87	-51,17	3269076,91
810	2017	-29,87	-51,17	2997150,59
811	2018	-29,87	-51,17	2963408,07
812	2019	-29,87	-51,17	3084998,21
813	2020	-29,87	-51,17	2918348,36
814	2021	-29,87	-51,17	3261311,35
815	2022	-29,87	-51,17	3546787,44
816	2023	-29,87	-51,17	291324,31
817	1990	-29,87	-51,17	681861,78
818	1991	-29,87	-51,17	592561,44
819	1992	-29,87	-51,17	707216,94
820	1993	-29,87	-51,17	791128,08
821	1994	-29,87	-51,17	1068720,66
822	1995	-29,87	-51,17	1020229,74
823	1996	-29,87	-51,17	1200758,4
824	1997	-29,87	-51,17	1073737,8
825	1998	-29,87	-51,17	1182839,58
826	1999	-29,87	-51,17	1240082,1
827	2000	-29,87	-51,17	1286380,98
828	2001	-29,87	-51,17	1202250,42
829	2002	-29,87	-51,17	1136990,16
830	2003	-29,87	-51,17	1097971,56
831	2004	-29,87	-51,17	1084360,86
832	2005	-29,87	-51,17	1249397,28
833	2006	-29,87	-51,17	1223352
834	2007	-29,87	-51,17	1557787,68
835	2008	-29,87	-51,17	1527745,14
836	2009	-29,87	-51,17	1747966,86
837	2010	-29,87	-51,17	1559431,98
838	2011	-29,87	-51,17	1564356,24
839	2012	-29,87	-51,17	1641579,12
840	2013	-29,87	-51,17	2073553,74
841	2014	-29,87	-51,17	2013055,56
842	2015	-29,87	-51,17	1835782,38
843	2016	-29,87	-51,17	1590361,74
844	2017	-29,87	-51,17	1458073,26
845	2018	-29,87	-51,17	1441657,98
846	2019	-29,87	-51,17	1500809,94
847	2020	-29,87	-51,17	1419737,04
848	2021	-29,87	-51,17	1586583,9
849	2022	-29,87	-51,17	1725464,16
850	2023	-29,87	-51,17	141725,34
851	1990	-29,87	-51,17	1363723,56
852	1991	-29,87	-51,17	1185122,88
853	1992	-29,87	-51,17	1414433,88
854	1993	-29,87	-51,17	1582256,16
855	1994	-29,87	-51,17	2137441,32
856	1995	-29,87	-51,17	2040459,48
857	1996	-29,87	-51,17	2401516,8
858	1997	-29,87	-51,17	2147475,6
859	1998	-29,87	-51,17	2365679,16
860	1999	-29,87	-51,17	2480164,2
861	2000	-29,87	-51,17	2572761,96
862	2001	-29,87	-51,17	2404500,84
863	2002	-29,87	-51,17	2273980,32
864	2003	-29,87	-51,17	2195943,12
865	2004	-29,87	-51,17	2168721,72
866	2005	-29,87	-51,17	2498794,56
867	2006	-29,87	-51,17	2446704
868	2007	-29,87	-51,17	3115575,36
869	2008	-29,87	-51,17	3055490,28
870	2009	-29,87	-51,17	3495933,72
871	2010	-29,87	-51,17	3118863,96
872	2011	-29,87	-51,17	3128712,48
873	2012	-29,87	-51,17	3283158,24
874	2013	-29,87	-51,17	4147107,48
875	2014	-29,87	-51,17	4026111,12
876	2015	-29,87	-51,17	3671564,76
877	2016	-29,87	-51,17	3180723,48
878	2017	-29,87	-51,17	2916146,52
879	2018	-29,87	-51,17	2883315,96
880	2019	-29,87	-51,17	3001619,88
881	2020	-29,87	-51,17	2839474,08
882	2021	-29,87	-51,17	3173167,8
883	2022	-29,87	-51,17	3450928,32
884	2023	-29,87	-51,17	283450,68
885	1990	-29,87	-51,17	492455,73
886	1991	-29,87	-51,17	427961,04
887	1992	-29,87	-51,17	510767,79
888	1993	-29,87	-51,17	571370,28
889	1994	-29,87	-51,17	771853,81
890	1995	-29,87	-51,17	736832,59
891	1996	-29,87	-51,17	867214,4
892	1997	-29,87	-51,17	775477,3
893	1998	-29,87	-51,17	854273,03
894	1999	-29,87	-51,17	895614,85
895	2000	-29,87	-51,17	929052,93
896	2001	-29,87	-51,17	868291,97
897	2002	-29,87	-51,17	821159,56
898	2003	-29,87	-51,17	792979,46
899	2004	-29,87	-51,17	783149,51
900	2005	-29,87	-51,17	902342,48
901	2006	-29,87	-51,17	883532
902	2007	-29,87	-51,17	1125068,88
903	2008	-29,87	-51,17	1103371,49
904	2009	-29,87	-51,17	1262420,51
905	2010	-29,87	-51,17	1126256,43
906	2011	-29,87	-51,17	1129812,84
907	2012	-29,87	-51,17	1185584,92
908	2013	-29,87	-51,17	1497566,59
909	2014	-29,87	-51,17	1453873,46
910	2015	-29,87	-51,17	1325842,83
911	2016	-29,87	-51,17	1148594,59
912	2017	-29,87	-51,17	1053052,91
913	2018	-29,87	-51,17	1041197,43
914	2019	-29,87	-51,17	1083918,29
915	2020	-29,87	-51,17	1025365,64
916	2021	-29,87	-51,17	1145866,15
917	2022	-29,87	-51,17	1246168,56
918	2023	-29,87	-51,17	102357,19
919	1990	-29,87	-51,17	492455,73
920	1991	-29,87	-51,17	427961,04
921	1992	-29,87	-51,17	510767,79
922	1993	-29,87	-51,17	571370,28
923	1994	-29,87	-51,17	771853,81
924	1995	-29,87	-51,17	736832,59
925	1996	-29,87	-51,17	867214,4
926	1997	-29,87	-51,17	775477,3
927	1998	-29,87	-51,17	854273,03
928	1999	-29,87	-51,17	895614,85
929	2000	-29,87	-51,17	929052,93
930	2001	-29,87	-51,17	868291,97
931	2002	-29,87	-51,17	821159,56
932	2003	-29,87	-51,17	792979,46
933	2004	-29,87	-51,17	783149,51
934	2005	-29,87	-51,17	902342,48
935	2006	-29,87	-51,17	883532
936	2007	-29,87	-51,17	1125068,88
937	2008	-29,87	-51,17	1103371,49
938	2009	-29,87	-51,17	1262420,51
939	2010	-29,87	-51,17	1126256,43
940	2011	-29,87	-51,17	1129812,84
941	2012	-29,87	-51,17	1185584,92
942	2013	-29,87	-51,17	1497566,59
943	2014	-29,87	-51,17	1453873,46
944	2015	-29,87	-51,17	1325842,83
945	2016	-29,87	-51,17	1148594,59
946	2017	-29,87	-51,17	1053052,91
947	2018	-29,87	-51,17	1041197,43
948	2019	-29,87	-51,17	1083918,29
949	2020	-29,87	-51,17	1025365,64
950	2021	-29,87	-51,17	1145866,15
951	2022	-29,87	-51,17	1246168,56
952	2023	-29,87	-51,17	102357,19
953	1990	-19,97	-44,1	2072782,6
954	1991	-19,97	-44,1	2134550,32
955	1992	-19,97	-44,1	2071684,72
956	1993	-19,97	-44,1	2133632,48
957	1994	-19,97	-44,1	2087074,36
958	1995	-19,97	-44,1	2110152,52
959	1996	-19,97	-44,1	1850300,76
960	1997	-19,97	-44,1	2127907,32
961	1998	-19,97	-44,1	1966077,68
962	1999	-19,97	-44,1	2177192,36
963	2000	-19,97	-44,1	2121037,8
964	2001	-19,97	-44,1	2156086,24
965	2002	-19,97	-44,1	2032073,4
966	2003	-19,97	-44,1	2094209,88
967	2004	-19,97	-44,1	2175551
968	2005	-19,97	-44,1	2164473,92
969	2006	-19,97	-44,1	2248470,28
970	2007	-19,97	-44,1	2173349,64
971	2008	-19,97	-44,1	2392119,52
972	2009	-19,97	-44,1	2335938,92
973	2010	-19,97	-44,1	2393459,32
974	2011	-19,97	-44,1	2166445,12
975	2012	-19,97	-44,1	2396669,8
976	2013	-19,97	-44,1	2430802,92
977	2014	-19,97	-44,1	2578061,92
978	2015	-19,97	-44,1	2479909,88
979	2016	-19,97	-44,1	2444256,64
980	2017	-19,97	-44,1	2296500,64
981	2018	-19,97	-44,1	2329412,68
982	2019	-19,97	-44,1	2253724,76
983	2020	-19,97	-44,1	2031319,08
984	2021	-19,97	-44,1	2232742,12
985	2022	-19,97	-44,1	2417155,16
986	2023	-19,97	-44,1	391808,2
987	1990	-19,97	-44,1	2739034,15
988	1991	-19,97	-44,1	2820655,78
989	1992	-19,97	-44,1	2737583,38
990	1993	-19,97	-44,1	2819442,92
991	1994	-19,97	-44,1	2757919,69
992	1995	-19,97	-44,1	2788415,83
993	1996	-19,97	-44,1	2445040,29
994	1997	-19,97	-44,1	2811877,53
995	1998	-19,97	-44,1	2598031,22
996	1999	-19,97	-44,1	2877004,19
997	2000	-19,97	-44,1	2802799,95
998	2001	-19,97	-44,1	2849113,96
999	2002	-19,97	-44,1	2685239,85
1000	2003	-19,97	-44,1	2767348,77
1001	2004	-19,97	-44,1	2874835,25
1002	2005	-19,97	-44,1	2860197,68
1003	2006	-19,97	-44,1	2971192,87
1004	2007	-19,97	-44,1	2871926,31
1005	2008	-19,97	-44,1	3161015,08
1006	2009	-19,97	-44,1	3086776,43
1007	2010	-19,97	-44,1	3162785,53
1008	2011	-19,97	-44,1	2862802,48
1009	2012	-19,97	-44,1	3167027,95
1010	2013	-19,97	-44,1	3212132,43
1011	2014	-19,97	-44,1	3406724,68
1012	2015	-19,97	-44,1	3277023,77
1013	2016	-19,97	-44,1	3229910,56
1014	2017	-19,97	-44,1	3034661,56
1015	2018	-19,97	-44,1	3078152,47
1016	2019	-19,97	-44,1	2978136,29
1017	2020	-19,97	-44,1	2684243,07
1018	2021	-19,97	-44,1	2950409,23
1019	2022	-19,97	-44,1	3194097,89
1020	2023	-19,97	-44,1	517746,55
1021	1990	-19,97	-44,1	1332503,1
1022	1991	-19,97	-44,1	1372210,92
1023	1992	-19,97	-44,1	1331797,32
1024	1993	-19,97	-44,1	1371620,88
1025	1994	-19,97	-44,1	1341690,66
1026	1995	-19,97	-44,1	1356526,62
1027	1996	-19,97	-44,1	1189479,06
1028	1997	-19,97	-44,1	1367940,42
1029	1998	-19,97	-44,1	1263907,08
1030	1999	-19,97	-44,1	1399623,66
1031	2000	-19,97	-44,1	1363524,3
1032	2001	-19,97	-44,1	1386055,44
1033	2002	-19,97	-44,1	1306332,9
1034	2003	-19,97	-44,1	1346277,78
1035	2004	-19,97	-44,1	1398568,5
1036	2005	-19,97	-44,1	1391447,52
1037	2006	-19,97	-44,1	1445445,18
1038	2007	-19,97	-44,1	1397153,34
1039	2008	-19,97	-44,1	1537791,12
1040	2009	-19,97	-44,1	1501675,02
1041	2010	-19,97	-44,1	1538652,42
1042	2011	-19,97	-44,1	1392714,72
1043	2012	-19,97	-44,1	1540716,3
1044	2013	-19,97	-44,1	1562659,02
1045	2014	-19,97	-44,1	1657325,52
1046	2015	-19,97	-44,1	1594227,78
1047	2016	-19,97	-44,1	1571307,84
1048	2017	-19,97	-44,1	1476321,84
1049	2018	-19,97	-44,1	1497479,58
1050	2019	-19,97	-44,1	1448823,06
1051	2020	-19,97	-44,1	1305847,98
1052	2021	-19,97	-44,1	1435334,22
1053	2022	-19,97	-44,1	1553885,46
1054	2023	-19,97	-44,1	251876,7
1055	1990	-19,97	-44,1	2665006,2
1056	1991	-19,97	-44,1	2744421,84
1057	1992	-19,97	-44,1	2663594,64
1058	1993	-19,97	-44,1	2743241,76
1059	1994	-19,97	-44,1	2683381,32
1060	1995	-19,97	-44,1	2713053,24
1061	1996	-19,97	-44,1	2378958,12
1062	1997	-19,97	-44,1	2735880,84
1063	1998	-19,97	-44,1	2527814,16
1064	1999	-19,97	-44,1	2799247,32
1065	2000	-19,97	-44,1	2727048,6
1066	2001	-19,97	-44,1	2772110,88
1067	2002	-19,97	-44,1	2612665,8
1068	2003	-19,97	-44,1	2692555,56
1069	2004	-19,97	-44,1	2797137
1070	2005	-19,97	-44,1	2782895,04
1071	2006	-19,97	-44,1	2890890,36
1072	2007	-19,97	-44,1	2794306,68
1073	2008	-19,97	-44,1	3075582,24
1074	2009	-19,97	-44,1	3003350,04
1075	2010	-19,97	-44,1	3077304,84
1076	2011	-19,97	-44,1	2785429,44
1077	2012	-19,97	-44,1	3081432,6
1078	2013	-19,97	-44,1	3125318,04
1079	2014	-19,97	-44,1	3314651,04
1080	2015	-19,97	-44,1	3188455,56
1081	2016	-19,97	-44,1	3142615,68
1082	2017	-19,97	-44,1	2952643,68
1083	2018	-19,97	-44,1	2994959,16
1084	2019	-19,97	-44,1	2897646,12
1085	2020	-19,97	-44,1	2611695,96
1086	2021	-19,97	-44,1	2870668,44
1087	2022	-19,97	-44,1	3107770,92
1088	2023	-19,97	-44,1	503753,4
1089	1990	-19,97	-44,1	962363,35
1090	1991	-19,97	-44,1	991041,22
1091	1992	-19,97	-44,1	961853,62
1092	1993	-19,97	-44,1	990615,08
1093	1994	-19,97	-44,1	968998,81
1094	1995	-19,97	-44,1	979713,67
1095	1996	-19,97	-44,1	859068,21
1096	1997	-19,97	-44,1	987956,97
1097	1998	-19,97	-44,1	912821,78
1098	1999	-19,97	-44,1	1010839,31
1099	2000	-19,97	-44,1	984767,55
1100	2001	-19,97	-44,1	1001040,04
1101	2002	-19,97	-44,1	943462,65
1102	2003	-19,97	-44,1	972311,73
1103	2004	-19,97	-44,1	1010077,25
1104	2005	-19,97	-44,1	1004934,32
1105	2006	-19,97	-44,1	1043932,63
1106	2007	-19,97	-44,1	1009055,19
1107	2008	-19,97	-44,1	1110626,92
1108	2009	-19,97	-44,1	1084543,07
1109	2010	-19,97	-44,1	1111248,97
1110	2011	-19,97	-44,1	1005849,52
1111	2012	-19,97	-44,1	1112739,55
1112	2013	-19,97	-44,1	1128587,07
1113	2014	-19,97	-44,1	1196957,32
1114	2015	-19,97	-44,1	1151386,73
1115	2016	-19,97	-44,1	1134833,44
1116	2017	-19,97	-44,1	1066232,44
1117	2018	-19,97	-44,1	1081513,03
1118	2019	-19,97	-44,1	1046372,21
1119	2020	-19,97	-44,1	943112,43
1120	2021	-19,97	-44,1	1036630,27
1121	2022	-19,97	-44,1	1122250,61
1122	2023	-19,97	-44,1	181910,95
1123	1990	-19,97	-44,1	962363,35
1124	1991	-19,97	-44,1	991041,22
1125	1992	-19,97	-44,1	961853,62
1126	1993	-19,97	-44,1	990615,08
1127	1994	-19,97	-44,1	968998,81
1128	1995	-19,97	-44,1	979713,67
1129	1996	-19,97	-44,1	859068,21
1130	1997	-19,97	-44,1	987956,97
1131	1998	-19,97	-44,1	912821,78
1132	1999	-19,97	-44,1	1010839,31
1133	2000	-19,97	-44,1	984767,55
1134	2001	-19,97	-44,1	1001040,04
1135	2002	-19,97	-44,1	943462,65
1136	2003	-19,97	-44,1	972311,73
1137	2004	-19,97	-44,1	1010077,25
1138	2005	-19,97	-44,1	1004934,32
1139	2006	-19,97	-44,1	1043932,63
1140	2007	-19,97	-44,1	1009055,19
1141	2008	-19,97	-44,1	1110626,92
1142	2009	-19,97	-44,1	1084543,07
1143	2010	-19,97	-44,1	1111248,97
1144	2011	-19,97	-44,1	1005849,52
1145	2012	-19,97	-44,1	1112739,55
1146	2013	-19,97	-44,1	1128587,07
1147	2014	-19,97	-44,1	1196957,32
1148	2015	-19,97	-44,1	1151386,73
1149	2016	-19,97	-44,1	1134833,44
1150	2017	-19,97	-44,1	1066232,44
1151	2018	-19,97	-44,1	1081513,03
1152	2019	-19,97	-44,1	1046372,21
1153	2020	-19,97	-44,1	943112,43
1154	2021	-19,97	-44,1	1036630,27
1155	2022	-19,97	-44,1	1122250,61
1156	2023	-19,97	-44,1	181910,95
1157	1990	-3,15	-59,95	141665,16
1158	1991	-3,15	-59,95	165625,88
1159	1992	-3,15	-59,95	173661,88
1160	1993	-3,15	-59,95	159255,04
1161	1994	-3,15	-59,95	170275
1162	1995	-3,15	-59,95	166879,16
1163	1996	-3,15	-59,95	196176,4
1164	1997	-3,15	-59,95	219676,8
1165	1998	-3,15	-59,95	232071,56
1166	1999	-3,15	-59,95	225463
1167	2000	-3,15	-59,95	497657,72
1168	2001	-3,15	-59,95	717040,52
1169	2002	-3,15	-59,95	756226,52
1170	2003	-3,15	-59,95	719423,6
1171	2004	-3,15	-59,95	742673,68
1172	2005	-3,15	-59,95	721672,84
1173	2006	-3,15	-59,95	585751,04
1174	2007	-3,15	-59,95	668886,68
1175	2008	-3,15	-59,95	646355,64
1176	2009	-3,15	-59,95	665440,72
1177	2010	-3,15	-59,95	684926,76
1178	2011	-3,15	-59,95	693084
1179	2012	-3,15	-59,95	588212,8
1180	2013	-3,15	-59,95	631989,96
1181	2014	-3,15	-59,95	670839,4
1182	2015	-3,15	-59,95	571345,88
1183	2016	-3,15	-59,95	504999,6
1184	2017	-3,15	-59,95	468687,24
1185	2018	-3,15	-59,95	478339,4
1186	2019	-3,15	-59,95	513248,4
1187	2020	-3,15	-59,95	443783,48
1188	2021	-3,15	-59,95	493995,32
1189	2022	-3,15	-59,95	502040,84
1190	2023	-3,15	-59,95	69966,68
1191	1990	-3,15	-59,95	187200,39
1192	1991	-3,15	-59,95	218862,77
1193	1992	-3,15	-59,95	229481,77
1194	1993	-3,15	-59,95	210444,16
1195	1994	-3,15	-59,95	225006,25
1196	1995	-3,15	-59,95	220518,89
1197	1996	-3,15	-59,95	259233,1
1198	1997	-3,15	-59,95	290287,2
1199	1998	-3,15	-59,95	306665,99
1200	1999	-3,15	-59,95	297933,25
1201	2000	-3,15	-59,95	657619,13
1202	2001	-3,15	-59,95	947517,83
1203	2002	-3,15	-59,95	999299,33
1204	2003	-3,15	-59,95	950666,9
1205	2004	-3,15	-59,95	981390,22
1206	2005	-3,15	-59,95	953639,11
1207	2006	-3,15	-59,95	774028,16
1208	2007	-3,15	-59,95	883885,97
1209	2008	-3,15	-59,95	854112,81
1210	2009	-3,15	-59,95	879332,38
1211	2010	-3,15	-59,95	905081,79
1212	2011	-3,15	-59,95	915861
1213	2012	-3,15	-59,95	777281,2
1214	2013	-3,15	-59,95	835129,59
1215	2014	-3,15	-59,95	886466,35
1216	2015	-3,15	-59,95	754992,77
1217	2016	-3,15	-59,95	667320,9
1218	2017	-3,15	-59,95	619336,71
1219	2018	-3,15	-59,95	632091,35
1220	2019	-3,15	-59,95	678221,1
1221	2020	-3,15	-59,95	586428,17
1222	2021	-3,15	-59,95	652779,53
1223	2022	-3,15	-59,95	663411,11
1224	2023	-3,15	-59,95	92455,97
1225	1990	-3,15	-59,95	65773,11
1226	1991	-3,15	-59,95	76897,73
1227	1992	-3,15	-59,95	80628,73
1228	1993	-3,15	-59,95	73939,84
1229	1994	-3,15	-59,95	79056,25
1230	1995	-3,15	-59,95	77479,61
1231	1996	-3,15	-59,95	91081,9
1232	1997	-3,15	-59,95	101992,8
1233	1998	-3,15	-59,95	107747,51
1234	1999	-3,15	-59,95	104679,25
1235	2000	-3,15	-59,95	231055,37
1236	2001	-3,15	-59,95	332911,67
1237	2002	-3,15	-59,95	351105,17
1238	2003	-3,15	-59,95	334018,1
1239	2004	-3,15	-59,95	344812,78
1240	2005	-3,15	-59,95	335062,39
1241	2006	-3,15	-59,95	271955,84
1242	2007	-3,15	-59,95	310554,53
1243	2008	-3,15	-59,95	300093,69
1244	2009	-3,15	-59,95	308954,62
1245	2010	-3,15	-59,95	318001,71
1246	2011	-3,15	-59,95	321789
1247	2012	-3,15	-59,95	273098,8
1248	2013	-3,15	-59,95	293423,91
1249	2014	-3,15	-59,95	311461,15
1250	2015	-3,15	-59,95	265267,73
1251	2016	-3,15	-59,95	234464,1
1252	2017	-3,15	-59,95	217604,79
1253	2018	-3,15	-59,95	222086,15
1254	2019	-3,15	-59,95	238293,9
1255	2020	-3,15	-59,95	206042,33
1256	2021	-3,15	-59,95	229354,97
1257	2022	-3,15	-59,95	233090,39
1258	2023	-3,15	-59,95	32484,53
1259	1990	-3,15	-59,95	65773,11
1260	1991	-3,15	-59,95	76897,73
1261	1992	-3,15	-59,95	80628,73
1262	1993	-3,15	-59,95	73939,84
1263	1994	-3,15	-59,95	79056,25
1264	1995	-3,15	-59,95	77479,61
1265	1996	-3,15	-59,95	91081,9
1266	1997	-3,15	-59,95	101992,8
1267	1998	-3,15	-59,95	107747,51
1268	1999	-3,15	-59,95	104679,25
1269	2000	-3,15	-59,95	231055,37
1270	2001	-3,15	-59,95	332911,67
1271	2002	-3,15	-59,95	351105,17
1272	2003	-3,15	-59,95	334018,1
1273	2004	-3,15	-59,95	344812,78
1274	2005	-3,15	-59,95	335062,39
1275	2006	-3,15	-59,95	271955,84
1276	2007	-3,15	-59,95	310554,53
1277	2008	-3,15	-59,95	300093,69
1278	2009	-3,15	-59,95	308954,62
1279	2010	-3,15	-59,95	318001,71
1280	2011	-3,15	-59,95	321789
1281	2012	-3,15	-59,95	273098,8
1282	2013	-3,15	-59,95	293423,91
1283	2014	-3,15	-59,95	311461,15
1284	2015	-3,15	-59,95	265267,73
1285	2016	-3,15	-59,95	234464,1
1286	2017	-3,15	-59,95	217604,79
1287	2018	-3,15	-59,95	222086,15
1288	2019	-3,15	-59,95	238293,9
1289	2020	-3,15	-59,95	206042,33
1290	2021	-3,15	-59,95	229354,97
1291	2022	-3,15	-59,95	233090,39
1292	2023	-3,15	-59,95	32484,53
1293	1990	-25,57	-49,36	2227094,8
1294	1991	-25,57	-49,36	2203236,84
1295	1992	-25,57	-49,36	2062783,52
1296	1993	-25,57	-49,36	2432017,84
1297	1994	-25,57	-49,36	2670536,68
1298	1995	-25,57	-49,36	2246328,28
1299	1996	-25,57	-49,36	2626132,04
1300	1997	-25,57	-49,36	2687561,24
1301	1998	-25,57	-49,36	2598634,36
1302	1999	-25,57	-49,36	3079948,76
1303	2000	-25,57	-49,36	3073636,16
1304	2001	-25,57	-49,36	3105732,56
1305	2002	-25,57	-49,36	3185563,08
1306	2003	-25,57	-49,36	3108548,52
1307	2004	-25,57	-49,36	2704732,24
1308	2005	-25,57	-49,36	3085922,28
1309	2006	-25,57	-49,36	2997083,32
1310	2007	-25,57	-49,36	2753607,08
1311	2008	-25,57	-49,36	3020078,88
1312	2009	-25,57	-49,36	3068754,92
1313	2010	-25,57	-49,36	2786803,6
1314	2011	-25,57	-49,36	3159488,92
1315	2012	-25,57	-49,36	3248662,2
1316	2013	-25,57	-49,36	3169891,48
1317	2014	-25,57	-49,36	3321867,64
1318	2015	-25,57	-49,36	3225321,4
1319	2016	-25,57	-49,36	2760374,4
1320	2017	-25,57	-49,36	2642739,12
1321	2018	-25,57	-49,36	2811921
1322	2019	-25,57	-49,36	2739783,48
1323	2020	-25,57	-49,36	2920729,28
1324	2021	-25,57	-49,36	2961323,12
1325	2022	-25,57	-49,36	2626225,56
1326	2023	-25,57	-49,36	486963,4
1327	1990	-25,57	-49,36	2942946,7
1328	1991	-25,57	-49,36	2911420,11
1329	1992	-25,57	-49,36	2725821,08
1330	1993	-25,57	-49,36	3213737,86
1331	1994	-25,57	-49,36	3528923,47
1332	1995	-25,57	-49,36	2968362,37
1333	1996	-25,57	-49,36	3470245,91
1334	1997	-25,57	-49,36	3551420,21
1335	1998	-25,57	-49,36	3433909,69
1336	1999	-25,57	-49,36	4069932,29
1337	2000	-25,57	-49,36	4061590,64
1338	2001	-25,57	-49,36	4104003,74
1339	2002	-25,57	-49,36	4209494,07
1340	2003	-25,57	-49,36	4107724,83
1341	2004	-25,57	-49,36	3574110,46
1342	2005	-25,57	-49,36	4077825,87
1343	2006	-25,57	-49,36	3960431,53
1344	2007	-25,57	-49,36	3638695,07
1345	2008	-25,57	-49,36	3990818,52
1346	2009	-25,57	-49,36	4055140,43
1347	2010	-25,57	-49,36	3682561,9
1348	2011	-25,57	-49,36	4175038,93
1349	2012	-25,57	-49,36	4292875,05
1350	2013	-25,57	-49,36	4188785,17
1351	2014	-25,57	-49,36	4389610,81
1352	2015	-25,57	-49,36	4262031,85
1353	2016	-25,57	-49,36	3647637,6
1354	2017	-25,57	-49,36	3492190,98
1355	2018	-25,57	-49,36	3715752,75
1356	2019	-25,57	-49,36	3620428,17
1357	2020	-25,57	-49,36	3859535,12
1358	2021	-25,57	-49,36	3913176,98
1359	2022	-25,57	-49,36	3470369,49
1360	2023	-25,57	-49,36	643487,35
1361	1990	-25,57	-49,36	1431703,8
