ID	dealership	latitude	longitude	source	year	processed_m3
2236	PETROBRAS	-23.87	-46.44	Catalytic reforming unit	2019	2165233
2237	PETROBRAS	-23.87	-46.44	Catalytic reforming unit	2020	2337079.08
2238	PETROBRAS	-23.87	-46.44	Catalytic reforming unit	2021	2434827.36
2239	PETROBRAS	-23.87	-46.44	Catalytic reforming unit	2022	2831112.2
2240	PETROBRAS	-23.87	-46.44	Catalytic reforming unit	2023	419845.44
2241	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1990	2168958.5
2242	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1991	2293333.63
2243	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1992	2305250.96
2244	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1993	2260373.66
2245	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1994	2572375.42
2246	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1995	2859401.81
2247	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1996	2807202.21
2248	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1997	3064004.41
2249	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1998	3002389.79
2250	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	1999	3376503.08
2251	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2000	3399992.9
2252	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2001	3318367.57
2253	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2002	3281394.95
2254	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2003	3524958.18
2255	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2004	3333332.22
2256	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2005	3399789.4
2257	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2006	3517212.23
2258	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2007	3300133.97
2259	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2008	3627041.55
2260	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2009	3563465.19
2261	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2010	3446740.18
2262	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2011	3258281.05
2263	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2012	3374925.4
2264	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2013	3773963.37
2265	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2014	3808484
2266	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2015	3380209.37
2267	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2016	3066333.93
2268	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2017	3106867.8
2269	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2018	3076612.9
2270	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2019	2861200.75
2271	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2020	3088283.07
2272	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2021	3217450.44
2273	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2022	3741112.55
2274	PETROBRAS	-23.87	-46.44	Fluid Catalytic Cracking Unit (FCC)	2023	554795.76
2275	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1990	1055169
2276	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1991	1115675.82
2277	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1992	1121473.44
2278	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1993	1099641.24
2279	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1994	1251425.88
2280	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1995	1391060.34
2281	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1996	1365665.94
2282	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1997	1490596.74
2283	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1998	1460622.06
2284	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	1999	1642623.12
2285	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2000	1654050.6
2286	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2001	1614340.98
2287	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2002	1596354.3
2288	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2003	1714844.52
2289	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2004	1621621.08
2290	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2005	1653951.6
2291	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2006	1711076.22
2292	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2007	1605470.58
2293	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2008	1764506.7
2294	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2009	1733577.66
2295	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2010	1676792.52
2296	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2011	1585109.7
2297	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2012	1641855.6
2298	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2013	1835982.18
2299	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2014	1852776
2300	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2015	1644426.18
2301	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2016	1491730.02
2302	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2017	1511449.2
2303	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2018	1496730.6
2304	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2019	1391935.5
2305	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2020	1502407.98
2306	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2021	1565246.16
2307	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2022	1820000.7
2308	PETROBRAS	-23.87	-46.44	Fluid Coking Unit	2023	269900.64
2309	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1990	2110338
2310	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1991	2231351.64
2311	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1992	2242946.88
2312	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1993	2199282.48
2313	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1994	2502851.76
2314	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1995	2782120.68
2315	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1996	2731331.88
2316	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1997	2981193.48
2317	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1998	2921244.12
2318	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	1999	3285246.24
2319	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2000	3308101.2
2320	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2001	3228681.96
2321	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2002	3192708.6
2322	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2003	3429689.04
2323	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2004	3243242.16
2324	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2005	3307903.2
2325	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2006	3422152.44
2326	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2007	3210941.16
2327	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2008	3529013.4
2328	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2009	3467155.32
2329	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2010	3353585.04
2330	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2011	3170219.4
2331	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2012	3283711.2
2332	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2013	3671964.36
2333	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2014	3705552
2334	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2015	3288852.36
2335	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2016	2983460.04
2336	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2017	3022898.4
2337	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2018	2993461.2
2338	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2019	2783871
2339	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2020	3004815.96
2340	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2021	3130492.32
2341	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2022	3640001.4
2342	PETROBRAS	-23.87	-46.44	Vacuum Distillation Column Condensers	2023	539801.28
2343	PETROBRAS	-23.87	-46.44	Purge Systems	1990	762066.5
2344	PETROBRAS	-23.87	-46.44	Purge Systems	1991	805765.87
2345	PETROBRAS	-23.87	-46.44	Purge Systems	1992	809953.04
2346	PETROBRAS	-23.87	-46.44	Purge Systems	1993	794185.34
2347	PETROBRAS	-23.87	-46.44	Purge Systems	1994	903807.58
2348	PETROBRAS	-23.87	-46.44	Purge Systems	1995	1004654.69
2349	PETROBRAS	-23.87	-46.44	Purge Systems	1996	986314.29
2350	PETROBRAS	-23.87	-46.44	Purge Systems	1997	1076542.09
2351	PETROBRAS	-23.87	-46.44	Purge Systems	1998	1054893.71
2352	PETROBRAS	-23.87	-46.44	Purge Systems	1999	1186338.92
2353	PETROBRAS	-23.87	-46.44	Purge Systems	2000	1194592.1
2354	PETROBRAS	-23.87	-46.44	Purge Systems	2001	1165912.93
2355	PETROBRAS	-23.87	-46.44	Purge Systems	2002	1152922.55
2356	PETROBRAS	-23.87	-46.44	Purge Systems	2003	1238498.82
2357	PETROBRAS	-23.87	-46.44	Purge Systems	2004	1171170.78
2358	PETROBRAS	-23.87	-46.44	Purge Systems	2005	1194520.6
2359	PETROBRAS	-23.87	-46.44	Purge Systems	2006	1235777.27
2360	PETROBRAS	-23.87	-46.44	Purge Systems	2007	1159506.53
2361	PETROBRAS	-23.87	-46.44	Purge Systems	2008	1274365.95
2362	PETROBRAS	-23.87	-46.44	Purge Systems	2009	1252028.31
2363	PETROBRAS	-23.87	-46.44	Purge Systems	2010	1211016.82
2364	PETROBRAS	-23.87	-46.44	Purge Systems	2011	1144801.45
2365	PETROBRAS	-23.87	-46.44	Purge Systems	2012	1185784.6
2366	PETROBRAS	-23.87	-46.44	Purge Systems	2013	1325987.13
2367	PETROBRAS	-23.87	-46.44	Purge Systems	2014	1338116
2368	PETROBRAS	-23.87	-46.44	Purge Systems	2015	1187641.13
2369	PETROBRAS	-23.87	-46.44	Purge Systems	2016	1077360.57
2370	PETROBRAS	-23.87	-46.44	Purge Systems	2017	1091602.2
2371	PETROBRAS	-23.87	-46.44	Purge Systems	2018	1080972.1
2372	PETROBRAS	-23.87	-46.44	Purge Systems	2019	1005286.75
2373	PETROBRAS	-23.87	-46.44	Purge Systems	2020	1085072.43
2374	PETROBRAS	-23.87	-46.44	Purge Systems	2021	1130455.56
2375	PETROBRAS	-23.87	-46.44	Purge Systems	2022	1314444.95
2376	PETROBRAS	-23.87	-46.44	Purge Systems	2023	194928.24
2377	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1990	762066.5
2378	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1991	805765.87
2379	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1992	809953.04
2380	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1993	794185.34
2381	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1994	903807.58
2382	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1995	1004654.69
2383	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1996	986314.29
2384	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1997	1076542.09
2385	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1998	1054893.71
2386	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	1999	1186338.92
2387	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2000	1194592.1
2388	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2001	1165912.93
2389	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2002	1152922.55
2390	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2003	1238498.82
2391	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2004	1171170.78
2392	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2005	1194520.6
2393	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2006	1235777.27
2394	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2007	1159506.53
2395	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2008	1274365.95
2396	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2009	1252028.31
2397	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2010	1211016.82
2398	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2011	1144801.45
2399	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2012	1185784.6
2400	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2013	1325987.13
2401	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2014	1338116
2402	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2015	1187641.13
2403	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2016	1077360.57
2404	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2017	1091602.2
2405	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2018	1080972.1
2406	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2019	1005286.75
2407	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2020	1085072.43
2408	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2021	1130455.56
2409	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2022	1314444.95
2410	PETROBRAS	-23.87	-46.44	Fugitive Emissions 	2023	194928.24
2411	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1990	0
2412	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1991	0
2413	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1992	0
2414	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1993	0
2415	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1994	0
2416	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1995	0
2417	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1996	0
2418	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1997	0
2419	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1998	0
2420	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	1999	0
2421	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2000	54043.36
2422	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2001	48873.16
2423	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2002	61194
2424	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2003	64215.2
2425	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2004	69867
2426	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2005	105986.72
2427	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2006	147221.2
2428	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2007	156989
2429	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2008	157840.76
2430	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2009	225970.64
2431	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2010	532117.6
2432	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2011	556992.8
2433	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2012	594010.48
2434	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2013	605609.76
2435	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2014	615594
2436	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2015	551169.08
2437	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2016	543927.16
2438	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2017	538304.76
2439	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2018	503920.48
2440	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2019	514721.2
2441	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2020	469315.28
2442	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2021	462270.2
2443	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2022	392811.44
2444	PETROBRAS	-5.13	-36.38	Catalytic reforming unit	2023	68988.08
2445	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1990	0
2446	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1991	0
2447	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1992	0
2448	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1993	0
2449	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1994	0
2450	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1995	0
2451	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1996	0
2452	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1997	0
2453	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1998	0
2454	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	1999	0
2455	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2000	71414.44
2456	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2001	64582.39
2457	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2002	80863.5
2458	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2003	84855.8
2459	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2004	92324.25
2460	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2005	140053.88
2461	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2006	194542.3
2462	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2007	207449.75
2463	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2008	208575.29
2464	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2009	298604.06
2465	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2010	703155.4
2466	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2011	736026.2
2467	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2012	784942.42
2468	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2013	800270.04
2469	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2014	813463.5
2470	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2015	728330.57
2471	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2016	718760.89
2472	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2017	711331.29
2473	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2018	665894.92
2474	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2019	680167.3
2475	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2020	620166.62
2476	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2021	610857.05
2477	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2022	519072.26
2478	PETROBRAS	-5.13	-36.38	Fluid Catalytic Cracking Unit (FCC)	2023	91162.82
2479	PETROBRAS	-5.13	-36.38	Purge Systems	1990	0
2480	PETROBRAS	-5.13	-36.38	Purge Systems	1991	0
2481	PETROBRAS	-5.13	-36.38	Purge Systems	1992	0
2482	PETROBRAS	-5.13	-36.38	Purge Systems	1993	0
2483	PETROBRAS	-5.13	-36.38	Purge Systems	1994	0
2484	PETROBRAS	-5.13	-36.38	Purge Systems	1995	0
2485	PETROBRAS	-5.13	-36.38	Purge Systems	1996	0
2486	PETROBRAS	-5.13	-36.38	Purge Systems	1997	0
2487	PETROBRAS	-5.13	-36.38	Purge Systems	1998	0
2488	PETROBRAS	-5.13	-36.38	Purge Systems	1999	0
2489	PETROBRAS	-5.13	-36.38	Purge Systems	2000	25091.56
2490	PETROBRAS	-5.13	-36.38	Purge Systems	2001	22691.11
2491	PETROBRAS	-5.13	-36.38	Purge Systems	2002	28411.5
2492	PETROBRAS	-5.13	-36.38	Purge Systems	2003	29814.2
2493	PETROBRAS	-5.13	-36.38	Purge Systems	2004	32438.25
2494	PETROBRAS	-5.13	-36.38	Purge Systems	2005	49208.12
2495	PETROBRAS	-5.13	-36.38	Purge Systems	2006	68352.7
2496	PETROBRAS	-5.13	-36.38	Purge Systems	2007	72887.75
2497	PETROBRAS	-5.13	-36.38	Purge Systems	2008	73283.21
2498	PETROBRAS	-5.13	-36.38	Purge Systems	2009	104914.94
2499	PETROBRAS	-5.13	-36.38	Purge Systems	2010	247054.6
2500	PETROBRAS	-5.13	-36.38	Purge Systems	2011	258603.8
2501	PETROBRAS	-5.13	-36.38	Purge Systems	2012	275790.58
2502	PETROBRAS	-5.13	-36.38	Purge Systems	2013	281175.96
2503	PETROBRAS	-5.13	-36.38	Purge Systems	2014	285811.5
2504	PETROBRAS	-5.13	-36.38	Purge Systems	2015	255899.93
2505	PETROBRAS	-5.13	-36.38	Purge Systems	2016	252537.61
2506	PETROBRAS	-5.13	-36.38	Purge Systems	2017	249927.21
2507	PETROBRAS	-5.13	-36.38	Purge Systems	2018	233963.08
2508	PETROBRAS	-5.13	-36.38	Purge Systems	2019	238977.7
2509	PETROBRAS	-5.13	-36.38	Purge Systems	2020	217896.38
2510	PETROBRAS	-5.13	-36.38	Purge Systems	2021	214625.45
2511	PETROBRAS	-5.13	-36.38	Purge Systems	2022	182376.74
2512	PETROBRAS	-5.13	-36.38	Purge Systems	2023	32030.18
2513	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1990	0
2514	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1991	0
2515	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1992	0
2516	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1993	0
2517	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1994	0
2518	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1995	0
2519	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1996	0
2520	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1997	0
2521	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1998	0
2522	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	1999	0
2523	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2000	25091.56
2524	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2001	22691.11
2525	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2002	28411.5
2526	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2003	29814.2
2527	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2004	32438.25
2528	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2005	49208.12
2529	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2006	68352.7
2530	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2007	72887.75
2531	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2008	73283.21
2532	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2009	104914.94
2533	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2010	247054.6
2534	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2011	258603.8
2535	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2012	275790.58
2536	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2013	281175.96
2537	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2014	285811.5
2538	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2015	255899.93
2539	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2016	252537.61
2540	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2017	249927.21
2541	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2018	233963.08
2542	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2019	238977.7
2543	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2020	217896.38
2544	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2021	214625.45
2545	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2022	182376.74
2546	PETROBRAS	-5.13	-36.38	Fugitive Emissions 	2023	32030.18
2547	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1990	0
2548	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1991	0
2549	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1992	0
2550	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1993	0
2551	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1994	0
2552	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1995	0
2553	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1996	0
2554	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1997	0
2555	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1998	0
2556	UNIVEN	-23.14	-47.02	Catalytic reforming unit	1999	0
2557	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2000	0
2558	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2001	0
2559	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2002	0
2560	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2003	0
2561	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2004	0
2562	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2005	0
2563	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2006	44201.92
2564	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2007	82521.32
2565	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2008	32984
2566	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2009	111808.48
2567	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2010	139452.32
2568	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2011	84820.68
2569	UNIVEN	-23.14	-47.02	Catalytic reforming unit	2012	12841.08
