ID	dealership	latitude	longitude	source	year	processed_m3
1	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1990	0
2	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1991	0
3	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1992	0
4	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1993	0
5	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1994	0
6	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1995	166446.28
7	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1996	0
8	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1997	0
9	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1998	0
10	DAX OIL	-12.62	-38.09	Catalytic reforming unit	1999	0
11	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2000	0
12	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2001	0
13	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2002	0
14	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2003	0
15	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2004	0
16	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2005	0
17	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2006	0
18	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2007	0
19	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2008	0
20	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2009	1935.64
21	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2010	7544.04
22	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2011	17390.52
23	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2012	25597.04
24	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2013	20031.2
25	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2014	12988.36
26	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2015	14174.72
27	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2016	14067.76
28	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2017	19809.72
29	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2018	21728.28
30	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2019	28070.28
31	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2020	35012.32
32	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2021	34370
33	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2022	39940.6
34	DAX OIL	-12.62	-38.09	Catalytic reforming unit	2023	6890.8
35	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1990	0
36	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1991	0
37	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1992	0
38	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1993	0
39	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1994	0
40	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1995	219946.87
41	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1996	0
42	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1997	0
43	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1998	0
44	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	1999	0
45	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2000	0
46	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2001	0
47	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2002	0
48	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2003	0
49	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2004	0
50	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2005	0
51	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2006	0
52	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2007	0
53	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2008	0
54	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2009	2557.81
55	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2010	9968.91
56	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2011	22980.33
57	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2012	33824.66
58	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2013	26469.8
59	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2014	17163.19
60	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2015	18730.88
61	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2016	18589.54
62	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2017	26177.13
63	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2018	28712.37
64	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2019	37092.87
65	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2020	46266.28
66	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2021	45417.5
67	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2022	52778.65
68	DAX OIL	-12.62	-38.09	Fluid Catalytic Cracking Unit (FCC)	2023	9105.7
69	DAX OIL	-12.62	-38.09	Purge Systems	1990	0
70	DAX OIL	-12.62	-38.09	Purge Systems	1991	0
71	DAX OIL	-12.62	-38.09	Purge Systems	1992	0
72	DAX OIL	-12.62	-38.09	Purge Systems	1993	0
73	DAX OIL	-12.62	-38.09	Purge Systems	1994	0
74	DAX OIL	-12.62	-38.09	Purge Systems	1995	77278.63
75	DAX OIL	-12.62	-38.09	Purge Systems	1996	0
76	DAX OIL	-12.62	-38.09	Purge Systems	1997	0
77	DAX OIL	-12.62	-38.09	Purge Systems	1998	0
78	DAX OIL	-12.62	-38.09	Purge Systems	1999	0
79	DAX OIL	-12.62	-38.09	Purge Systems	2000	0
80	DAX OIL	-12.62	-38.09	Purge Systems	2001	0
81	DAX OIL	-12.62	-38.09	Purge Systems	2002	0
82	DAX OIL	-12.62	-38.09	Purge Systems	2003	0
83	DAX OIL	-12.62	-38.09	Purge Systems	2004	0
84	DAX OIL	-12.62	-38.09	Purge Systems	2005	0
85	DAX OIL	-12.62	-38.09	Purge Systems	2006	0
86	DAX OIL	-12.62	-38.09	Purge Systems	2007	0
87	DAX OIL	-12.62	-38.09	Purge Systems	2008	0
88	DAX OIL	-12.62	-38.09	Purge Systems	2009	898.69
89	DAX OIL	-12.62	-38.09	Purge Systems	2010	3502.59
90	DAX OIL	-12.62	-38.09	Purge Systems	2011	8074.17
91	DAX OIL	-12.62	-38.09	Purge Systems	2012	11884.34
92	DAX OIL	-12.62	-38.09	Purge Systems	2013	9300.2
93	DAX OIL	-12.62	-38.09	Purge Systems	2014	6030.31
94	DAX OIL	-12.62	-38.09	Purge Systems	2015	6581.12
95	DAX OIL	-12.62	-38.09	Purge Systems	2016	6531.46
96	DAX OIL	-12.62	-38.09	Purge Systems	2017	9197.37
97	DAX OIL	-12.62	-38.09	Purge Systems	2018	10088.13
98	DAX OIL	-12.62	-38.09	Purge Systems	2019	13032.63
99	DAX OIL	-12.62	-38.09	Purge Systems	2020	16255.72
100	DAX OIL	-12.62	-38.09	Purge Systems	2021	15957.5
101	DAX OIL	-12.62	-38.09	Purge Systems	2022	18543.85
102	DAX OIL	-12.62	-38.09	Purge Systems	2023	3199.3
103	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1990	0
104	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1991	0
105	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1992	0
106	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1993	0
107	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1994	0
108	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1995	77278.63
109	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1996	0
110	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1997	0
111	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1998	0
112	DAX OIL	-12.62	-38.09	Fugitive Emissions 	1999	0
113	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2000	0
114	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2001	0
115	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2002	0
116	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2003	0
117	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2004	0
118	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2005	0
119	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2006	0
120	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2007	0
121	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2008	0
122	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2009	898.69
123	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2010	3502.59
124	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2011	8074.17
125	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2012	11884.34
126	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2013	9300.2
127	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2014	6030.31
128	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2015	6581.12
129	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2016	6531.46
130	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2017	9197.37
131	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2018	10088.13
132	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2019	13032.63
133	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2020	16255.72
134	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2021	15957.5
135	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2022	18543.85
136	DAX OIL	-12.62	-38.09	Fugitive Emissions 	2023	3199.3
137	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1990	90245.96
138	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1991	87677.05
139	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1992	98976.85
140	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1993	99188.12
141	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1994	90152.35
142	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1995	102073.01
143	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1996	316689.66
144	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1997	91233.49
145	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1998	126694.29
146	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	1999	120450.54
147	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2000	114427.68
148	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2001	121473.22
149	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2002	141576.8
150	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2003	91327.84
151	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2004	95115.53
152	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2005	99600.3
153	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2006	142549.53
154	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2007	132880.69
155	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2008	133299.16
156	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2009	129833.74
157	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2010	170584.06
158	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2011	149859.99
159	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2012	168968.27
160	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2013	180620.68
161	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2014	192052.57
162	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2015	181974.51
163	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2016	193299.1
164	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2017	164172.7
165	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2018	174135.69
166	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2019	152508.82
167	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2020	182089.21
168	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2021	165926.87
169	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2022	187291.41
170	PETROBRAS	-3.72	-38.47	Fluid Catalytic Cracking Unit (FCC)	2023	30962.71
171	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1990	87806.88
172	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1991	85307.4
173	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1992	96301.8
174	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1993	96507.36
175	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1994	87715.8
176	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1995	99314.28
177	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1996	308130.48
178	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1997	88767.72
179	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1998	123270.12
180	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	1999	117195.12
181	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2000	111335.04
182	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2001	118190.16
183	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2002	137750.4
184	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2003	88859.52
185	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2004	92544.84
186	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2005	96908.4
187	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2006	138696.84
188	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2007	129289.32
189	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2008	129696.48
190	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2009	126324.72
191	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2010	165973.68
192	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2011	145809.72
193	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2012	164401.56
194	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2013	175739.04
195	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2014	186861.96
196	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2015	177056.28
197	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2016	188074.8
198	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2017	159735.6
199	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2018	169429.32
200	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2019	148386.96
201	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2020	177167.88
202	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2021	161442.36
203	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2022	182229.48
204	PETROBRAS	-3.72	-38.47	Vacuum Distillation Column Condensers	2023	30125.88
205	PETROBRAS	-3.72	-38.47	Purge Systems	1990	31708.04
206	PETROBRAS	-3.72	-38.47	Purge Systems	1991	30805.45
207	PETROBRAS	-3.72	-38.47	Purge Systems	1992	34775.65
208	PETROBRAS	-3.72	-38.47	Purge Systems	1993	34849.88
209	PETROBRAS	-3.72	-38.47	Purge Systems	1994	31675.15
210	PETROBRAS	-3.72	-38.47	Purge Systems	1995	35863.49
211	PETROBRAS	-3.72	-38.47	Purge Systems	1996	111269.34
212	PETROBRAS	-3.72	-38.47	Purge Systems	1997	32055.01
213	PETROBRAS	-3.72	-38.47	Purge Systems	1998	44514.21
214	PETROBRAS	-3.72	-38.47	Purge Systems	1999	42320.46
215	PETROBRAS	-3.72	-38.47	Purge Systems	2000	40204.32
216	PETROBRAS	-3.72	-38.47	Purge Systems	2001	42679.78
217	PETROBRAS	-3.72	-38.47	Purge Systems	2002	49743.2
218	PETROBRAS	-3.72	-38.47	Purge Systems	2003	32088.16
219	PETROBRAS	-3.72	-38.47	Purge Systems	2004	33418.97
220	PETROBRAS	-3.72	-38.47	Purge Systems	2005	34994.7
221	PETROBRAS	-3.72	-38.47	Purge Systems	2006	50084.97
222	PETROBRAS	-3.72	-38.47	Purge Systems	2007	46687.81
223	PETROBRAS	-3.72	-38.47	Purge Systems	2008	46834.84
224	PETROBRAS	-3.72	-38.47	Purge Systems	2009	45617.26
225	PETROBRAS	-3.72	-38.47	Purge Systems	2010	59934.94
226	PETROBRAS	-3.72	-38.47	Purge Systems	2011	52653.51
227	PETROBRAS	-3.72	-38.47	Purge Systems	2012	59367.23
228	PETROBRAS	-3.72	-38.47	Purge Systems	2013	63461.32
229	PETROBRAS	-3.72	-38.47	Purge Systems	2014	67477.93
230	PETROBRAS	-3.72	-38.47	Purge Systems	2015	63936.99
231	PETROBRAS	-3.72	-38.47	Purge Systems	2016	67915.9
232	PETROBRAS	-3.72	-38.47	Purge Systems	2017	57682.3
233	PETROBRAS	-3.72	-38.47	Purge Systems	2018	61182.81
234	PETROBRAS	-3.72	-38.47	Purge Systems	2019	53584.18
235	PETROBRAS	-3.72	-38.47	Purge Systems	2020	63977.29
236	PETROBRAS	-3.72	-38.47	Purge Systems	2021	58298.63
237	PETROBRAS	-3.72	-38.47	Purge Systems	2022	65805.09
238	PETROBRAS	-3.72	-38.47	Purge Systems	2023	10878.79
239	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1990	31708.04
240	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1991	30805.45
241	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1992	34775.65
242	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1993	34849.88
243	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1994	31675.15
244	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1995	35863.49
245	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1996	111269.34
246	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1997	32055.01
247	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1998	44514.21
248	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	1999	42320.46
249	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2000	40204.32
250	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2001	42679.78
251	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2002	49743.2
252	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2003	32088.16
253	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2004	33418.97
254	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2005	34994.7
255	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2006	50084.97
256	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2007	46687.81
257	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2008	46834.84
258	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2009	45617.26
259	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2010	59934.94
260	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2011	52653.51
261	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2012	59367.23
262	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2013	63461.32
263	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2014	67477.93
264	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2015	63936.99
265	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2016	67915.9
266	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2017	57682.3
267	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2018	61182.81
268	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2019	53584.18
269	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2020	63977.29
270	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2021	58298.63
271	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2022	65805.09
272	PETROBRAS	-3.72	-38.47	Fugitive Emissions 	2023	10878.79
273	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1990	156067.24
274	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1991	142534.56
275	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1992	163288.72
276	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1993	161108.36
277	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1994	160699.28
278	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1995	162676.92
279	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1996	162721.72
280	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1997	158964.4
281	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1998	152660.48
282	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	1999	181648.04
283	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2000	191166.08
284	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2001	229205.76
285	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2002	211533.84
286	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2003	238161
287	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2004	232437.52
288	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2005	105490.84
289	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2006	0
290	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2007	0
291	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2008	0
292	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2009	0
293	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2010	98971.6
294	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2011	163951.2
295	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2012	170087.68
296	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2013	4493.44
297	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2014	44010.4
298	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2015	110172.72
299	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2016	129088.96
300	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2017	66416.56
301	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2018	55562.08
302	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2019	126511.84
303	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2020	146679.12
304	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2021	138442.36
305	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2022	153787.2
306	MANGUINHOS	-22.89	-43.24	Catalytic reforming unit	2023	20908.16
307	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1990	206231.71
308	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1991	188349.24
309	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1992	215774.38
310	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1993	212893.19
311	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1994	212352.62
312	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1995	214965.93
313	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1996	215025.13
314	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1997	210060.1
315	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1998	201729.92
316	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	1999	240034.91
317	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2000	252612.32
318	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2001	302879.04
319	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2002	279526.86
320	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2003	314712.75
321	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2004	307149.58
322	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2005	139398.61
323	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2006	0
324	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2007	0
325	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2008	0
326	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2009	0
327	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2010	130783.9
328	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2011	216649.8
329	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2012	224758.72
330	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2013	5937.76
331	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2014	58156.6
332	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2015	145585.38
333	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2016	170581.84
334	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2017	87764.74
335	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2018	73421.32
336	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2019	167176.36
337	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2020	193825.98
338	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2021	182941.69
339	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2022	203218.8
340	MANGUINHOS	-22.89	-43.24	Fluid Catalytic Cracking Unit (FCC)	2023	27628.64
