ID	Fuel_type	Granted_power_MW	latitude	longitude	year	Fuel_consumed_plant_GJ
1	Biomass_thermal	71	-20,48184967	-47,86622455	2017	51290348,4
2	Biomass_thermal	71	-20,48184967	-47,86622455	2018	52793056,75
3	Biomass_thermal	71	-20,48184967	-47,86622455	2019	54912796,73
4	Biomass_thermal	71	-20,48184967	-47,86622455	2020	54761097,86
5	Biomass_thermal	30	-15,03297384	-57,21052538	2017	21671978,2
6	Biomass_thermal	30	-15,03297384	-57,21052538	2018	22306925,39
7	Biomass_thermal	30	-15,03297384	-57,21052538	2019	23202590,17
8	Biomass_thermal	30	-15,03297384	-57,21052538	2020	23138492,05
9	Biomass_thermal	8,4	-20,74957275	-47,5686176	2017	6068153,895
10	Biomass_thermal	8,4	-20,74957275	-47,5686176	2018	6245939,109
11	Biomass_thermal	8,4	-20,74957275	-47,5686176	2019	6496725,247
12	Biomass_thermal	8,4	-20,74957275	-47,5686176	2020	6478777,775
13	Biomass_thermal	63	-21,21160967	-48,82963455	2017	45511154,21
14	Biomass_thermal	63	-21,21160967	-48,82963455	2018	46844543,32
15	Biomass_thermal	63	-21,21160967	-48,82963455	2019	48725439,35
16	Biomass_thermal	63	-21,21160967	-48,82963455	2020	48590833,31
17	Biomass_thermal	40	-22,65729996	-47,21090003	2017	28895970,93
18	Biomass_thermal	40	-22,65729996	-47,21090003	2018	29742567,18
19	Biomass_thermal	40	-22,65729996	-47,21090003	2019	30936786,89
20	Biomass_thermal	40	-22,65729996	-47,21090003	2020	30851322,74
21	Biomass_thermal	9	-21,11118967	-47,81657455	2017	6501593,459
22	Biomass_thermal	9	-21,11118967	-47,81657455	2018	6692077,616
23	Biomass_thermal	9	-21,11118967	-47,81657455	2019	6960777,05
24	Biomass_thermal	9	-21,11118967	-47,81657455	2020	6941547,616
25	Biomass_thermal	11,5	-22,79900328	-47,12506283	2017	8307591,642
26	Biomass_thermal	11,5	-22,79900328	-47,12506283	2018	8550988,066
27	Biomass_thermal	11,5	-22,79900328	-47,12506283	2019	8894326,231
28	Biomass_thermal	11,5	-22,79900328	-47,12506283	2020	8869755,288
29	Biomass_thermal	14	-22,58236967	-47,52161455	2017	10113589,82
30	Biomass_thermal	14	-22,58236967	-47,52161455	2018	10409898,51
31	Biomass_thermal	14	-22,58236967	-47,52161455	2019	10827875,41
32	Biomass_thermal	14	-22,58236967	-47,52161455	2020	10797962,96
33	Biomass_thermal	5,8	-22,41211192	-46,80530719	2017	4189915,784
34	Biomass_thermal	5,8	-22,41211192	-46,80530719	2018	4312672,242
35	Biomass_thermal	5,8	-22,41211192	-46,80530719	2019	4485834,099
36	Biomass_thermal	5,8	-22,41211192	-46,80530719	2020	4473441,797
37	Biomass_thermal	14,7	-19,9881	-47,79816	2017	10619269,32
38	Biomass_thermal	14,7	-19,9881	-47,79816	2018	10930393,44
39	Biomass_thermal	14,7	-19,9881	-47,79816	2019	11369269,18
40	Biomass_thermal	14,7	-19,9881	-47,79816	2020	11337861,11
41	Biomass_thermal	51	-22,57108967	-50,64415455	2017	36842362,93
42	Biomass_thermal	51	-22,57108967	-50,64415455	2018	37921773,16
43	Biomass_thermal	51	-22,57108967	-50,64415455	2019	39444403,28
44	Biomass_thermal	51	-22,57108967	-50,64415455	2020	39335436,49
45	Biomass_thermal	16,4	-20,77865967	-48,19187455	2017	11847348,08
46	Biomass_thermal	16,4	-20,77865967	-48,19187455	2018	12194452,55
47	Biomass_thermal	16,4	-20,77865967	-48,19187455	2019	12684082,62
48	Biomass_thermal	16,4	-20,77865967	-48,19187455	2020	12649042,32
49	Biomass_thermal	54	-21,18146967	-48,64470455	2017	39009560,75
50	Biomass_thermal	54	-21,18146967	-48,64470455	2018	40152465,7
51	Biomass_thermal	54	-21,18146967	-48,64470455	2019	41764662,3
52	Biomass_thermal	54	-21,18146967	-48,64470455	2020	41649285,7
53	Biomass_thermal	84	-21,76277778	-48,08388889	2017	60681538,95
54	Biomass_thermal	84	-21,76277778	-48,08388889	2018	62459391,09
55	Biomass_thermal	84	-21,76277778	-48,08388889	2019	64967252,47
56	Biomass_thermal	84	-21,76277778	-48,08388889	2020	64787777,75
57	Biomass_thermal	35	-21,17198178	-47,61886799	2017	25283974,56
58	Biomass_thermal	35	-21,17198178	-47,61886799	2018	26024746,29
59	Biomass_thermal	35	-21,17198178	-47,61886799	2019	27069688,53
60	Biomass_thermal	35	-21,17198178	-47,61886799	2020	26994907,4
61	Biomass_thermal	50	-22,99734967	-47,52019455	2017	36119963,66
62	Biomass_thermal	50	-22,99734967	-47,52019455	2018	37178208,98
63	Biomass_thermal	50	-22,99734967	-47,52019455	2019	38670983,61
64	Biomass_thermal	50	-22,99734967	-47,52019455	2020	38564153,42
65	Biomass_thermal	8	-21,32896867	-50,95548817	2017	5779194,185
66	Biomass_thermal	8	-21,32896867	-50,95548817	2018	5948513,437
67	Biomass_thermal	8	-21,32896867	-50,95548817	2019	6187357,378
68	Biomass_thermal	8	-21,32896867	-50,95548817	2020	6170264,548
69	Biomass_thermal	8	-8,55789966	-35,53499455	2017	4313524,413
70	Biomass_thermal	8	-8,55789966	-35,53499455	2018	4644150,917
71	Biomass_thermal	8	-8,55789966	-35,53499455	2019	4014106,404
72	Biomass_thermal	8	-8,55789966	-35,53499455	2020	4134225,554
73	Biomass_thermal	97	-20,61331879	-48,00080787	2017	70072729,5
74	Biomass_thermal	97	-20,61331879	-48,00080787	2018	72125725,42
75	Biomass_thermal	97	-20,61331879	-48,00080787	2019	75021708,21
76	Biomass_thermal	97	-20,61331879	-48,00080787	2020	74814457,64
77	Biomass_thermal	43	-20,93854716	-48,25026517	2017	31063168,75
78	Biomass_thermal	43	-20,93854716	-48,25026517	2018	31973259,72
79	Biomass_thermal	43	-20,93854716	-48,25026517	2019	33257045,91
80	Biomass_thermal	43	-20,93854716	-48,25026517	2020	33165171,94
81	Biomass_thermal	40,75	-22,4264	-47,3575	2017	29437770,38
82	Biomass_thermal	40,75	-22,4264	-47,3575	2018	30300240,32
83	Biomass_thermal	40,75	-22,4264	-47,3575	2019	31516851,64
84	Biomass_thermal	40,75	-22,4264	-47,3575	2020	31429785,04
85	Biomass_thermal	80,3	-22,48351967	-48,77101455	2017	58008661,64
86	Biomass_thermal	80,3	-22,48351967	-48,77101455	2018	59708203,62
87	Biomass_thermal	80,3	-22,48351967	-48,77101455	2019	62105599,68
88	Biomass_thermal	80,3	-22,48351967	-48,77101455	2020	61934030,4
89	Biomass_thermal	4,8	-22,81638889	-47,56805556	2017	3467516,511
90	Biomass_thermal	4,8	-22,81638889	-47,56805556	2018	3569108,062
91	Biomass_thermal	4,8	-22,81638889	-47,56805556	2019	3712414,427
92	Biomass_thermal	4,8	-22,81638889	-47,56805556	2020	3702158,729
93	Biomass_thermal	70	-21,88559823	-47,30533168	2017	50567949,12
94	Biomass_thermal	70	-21,88559823	-47,30533168	2018	52049492,57
95	Biomass_thermal	70	-21,88559823	-47,30533168	2019	54139377,06
96	Biomass_thermal	70	-21,88559823	-47,30533168	2020	53989814,79
97	Biomass_thermal	73	-21,35804889	-48,06558306	2017	52735146,94
98	Biomass_thermal	73	-21,35804889	-48,06558306	2018	54280185,11
99	Biomass_thermal	73	-21,35804889	-48,06558306	2019	56459636,07
100	Biomass_thermal	73	-21,35804889	-48,06558306	2020	56303664
101	Biomass_thermal	62,9	-22,62529358	-48,75681592	2017	45438914,28
102	Biomass_thermal	62,9	-22,62529358	-48,75681592	2018	46770186,9
103	Biomass_thermal	62,9	-22,62529358	-48,75681592	2019	48648097,38
104	Biomass_thermal	62,9	-22,62529358	-48,75681592	2020	48513705,01
105	Biomass_thermal	39,6	-22,17216	-47,33762	2017	28607011,22
106	Biomass_thermal	39,6	-22,17216	-47,33762	2018	29445141,51
107	Biomass_thermal	39,6	-22,17216	-47,33762	2019	30627419,02
108	Biomass_thermal	39,6	-22,17216	-47,33762	2020	30542809,51
109	Biomass_thermal	1,38	-23,23834547	-47,61332578	2017	996910,997
110	Biomass_thermal	1,38	-23,23834547	-47,61332578	2018	1026118,568
111	Biomass_thermal	1,38	-23,23834547	-47,61332578	2019	1067319,148
112	Biomass_thermal	1,38	-23,23834547	-47,61332578	2020	1064370,635
113	Biomass_thermal	3,8	-23,1615	-47,7832	2017	2745117,238
114	Biomass_thermal	3,8	-23,1615	-47,7832	2018	2825543,883
115	Biomass_thermal	3,8	-23,1615	-47,7832	2019	2938994,755
116	Biomass_thermal	3,8	-23,1615	-47,7832	2020	2930875,66
117	Biomass_thermal	25,2	-21,1234645	-48,00937689	2017	18204461,68
118	Biomass_thermal	25,2	-21,1234645	-48,00937689	2018	18737817,33
119	Biomass_thermal	25,2	-21,1234645	-48,00937689	2019	19490175,74
120	Biomass_thermal	25,2	-21,1234645	-48,00937689	2020	19436333,33
121	Biomass_thermal	12	-21,56486967	-50,95939455	2017	8668791,278
122	Biomass_thermal	12	-21,56486967	-50,95939455	2018	8922770,155
123	Biomass_thermal	12	-21,56486967	-50,95939455	2019	9281036,067
124	Biomass_thermal	12	-21,56486967	-50,95939455	2020	9255396,822
125	Biomass_thermal	11	-21,00071945	-48,02481713	2017	7946392,005
126	Biomass_thermal	11	-21,00071945	-48,02481713	2018	8179205,976
127	Biomass_thermal	11	-21,00071945	-48,02481713	2019	8507616,395
128	Biomass_thermal	11	-21,00071945	-48,02481713	2020	8484113,753
129	Biomass_thermal	3,6	-22,76160992	-47,47835995	2017	2600637,383
130	Biomass_thermal	3,6	-22,76160992	-47,47835995	2018	2676831,047
131	Biomass_thermal	3,6	-22,76160992	-47,47835995	2019	2784310,82
132	Biomass_thermal	3,6	-22,76160992	-47,47835995	2020	2776619,047
133	Biomass_thermal	42	-21,33718967	-48,29298455	2017	30340769,47
134	Biomass_thermal	42	-21,33718967	-48,29298455	2018	31229695,54
135	Biomass_thermal	42	-21,33718967	-48,29298455	2019	32483626,23
136	Biomass_thermal	42	-21,33718967	-48,29298455	2020	32393888,88
137	Biomass_thermal	28	-21,04088967	-48,71079455	2017	20227179,65
138	Biomass_thermal	28	-21,04088967	-48,71079455	2018	20819797,03
139	Biomass_thermal	28	-21,04088967	-48,71079455	2019	21655750,82
140	Biomass_thermal	28	-21,04088967	-48,71079455	2020	21595925,92
141	Biomass_thermal	4	-21,8318	-47,7505	2017	2889597,093
142	Biomass_thermal	4	-21,8318	-47,7505	2018	2974256,718
143	Biomass_thermal	4	-21,8318	-47,7505	2019	3093678,689
144	Biomass_thermal	4	-21,8318	-47,7505	2020	3085132,274
145	Biomass_thermal	35	-17,61731817	-54,76151625	2017	25283974,56
146	Biomass_thermal	35	-17,61731817	-54,76151625	2018	26024746,29
147	Biomass_thermal	35	-17,61731817	-54,76151625	2019	27069688,53
148	Biomass_thermal	35	-17,61731817	-54,76151625	2020	26994907,4
149	Biomass_thermal	7	-21,46899111	-47,00717112	2017	5056794,912
150	Biomass_thermal	7	-21,46899111	-47,00717112	2018	5204949,257
151	Biomass_thermal	7	-21,46899111	-47,00717112	2019	5413937,706
152	Biomass_thermal	7	-21,46899111	-47,00717112	2020	5398981,479
153	Biomass_thermal	14,8	-22,67166667	-48,5425	2017	10691509,24
154	Biomass_thermal	14,8	-22,67166667	-48,5425	2018	11004749,86
155	Biomass_thermal	14,8	-22,67166667	-48,5425	2019	11446611,15
156	Biomass_thermal	14,8	-22,67166667	-48,5425	2020	11414989,41
157	Biomass_thermal	4	-21,03749824	-47,96999857	2017	2889597,093
158	Biomass_thermal	4	-21,03749824	-47,96999857	2018	2974256,718
159	Biomass_thermal	4	-21,03749824	-47,96999857	2019	3093678,689
160	Biomass_thermal	4	-21,03749824	-47,96999857	2020	3085132,274
161	Biomass_thermal	4	-21,11899966	-47,99945455	2017	2889597,093
162	Biomass_thermal	4	-21,11899966	-47,99945455	2018	2974256,718
163	Biomass_thermal	4	-21,11899966	-47,99945455	2019	3093678,689
164	Biomass_thermal	4	-21,11899966	-47,99945455	2020	3085132,274
165	Biomass_thermal	3,2	-20,96691	-40,9468	2017	2311677,674
166	Biomass_thermal	3,2	-20,96691	-40,9468	2018	2379405,375
167	Biomass_thermal	3,2	-20,96691	-40,9468	2019	2474942,951
168	Biomass_thermal	3,2	-20,96691	-40,9468	2020	2468105,819
169	Biomass_thermal	70	-21,972011	-46,796351	2017	50567949,12
170	Biomass_thermal	70	-21,972011	-46,796351	2018	52049492,57
171	Biomass_thermal	70	-21,972011	-46,796351	2019	54139377,06
172	Biomass_thermal	70	-21,972011	-46,796351	2020	53989814,79
173	Biomass_thermal	6,8	-21,45893584	-50,79378571	2017	4912315,058
174	Biomass_thermal	6,8	-21,45893584	-50,79378571	2018	5056236,421
175	Biomass_thermal	6,8	-21,45893584	-50,79378571	2019	5259253,771
176	Biomass_thermal	6,8	-21,45893584	-50,79378571	2020	5244724,866
177	Biomass_thermal	30	-22,1056	-48,4817	2017	21671978,2
178	Biomass_thermal	30	-22,1056	-48,4817	2018	22306925,39
179	Biomass_thermal	30	-22,1056	-48,4817	2019	23202590,17
180	Biomass_thermal	30	-22,1056	-48,4817	2020	23138492,05
181	Biomass_thermal	33	-21,00128744	-48,27609011	2017	23839176,02
182	Biomass_thermal	33	-21,00128744	-48,27609011	2018	24537617,93
183	Biomass_thermal	33	-21,00128744	-48,27609011	2019	25522849,18
184	Biomass_thermal	33	-21,00128744	-48,27609011	2020	25452341,26
185	Biomass_thermal	90	-20,47900967	-48,40153455	2017	65015934,59
186	Biomass_thermal	90	-20,47900967	-48,40153455	2018	66920776,16
187	Biomass_thermal	90	-20,47900967	-48,40153455	2019	69607770,5
188	Biomass_thermal	90	-20,47900967	-48,40153455	2020	69415476,16
189	Biomass_thermal	64,8	-20,68838	-49,11125	2017	46811472,9
190	Biomass_thermal	64,8	-20,68838	-49,11125	2018	48182958,84
191	Biomass_thermal	64,8	-20,68838	-49,11125	2019	50117594,76
192	Biomass_thermal	64,8	-20,68838	-49,11125	2020	49979142,84
193	Biomass_thermal	42,5	-21,468475	-49,22175	2017	30701969,11
194	Biomass_thermal	42,5	-21,468475	-49,22175	2018	31601477,63
195	Biomass_thermal	42,5	-21,468475	-49,22175	2019	32870336,07
196	Biomass_thermal	42,5	-21,468475	-49,22175	2020	32779530,41
197	Biomass_thermal	5	-15,92128966	-55,21499455	2017	3611996,366
198	Biomass_thermal	5	-15,92128966	-55,21499455	2018	3717820,898
199	Biomass_thermal	5	-15,92128966	-55,21499455	2019	3867098,361
200	Biomass_thermal	5	-15,92128966	-55,21499455	2020	3856415,342
201	Biomass_thermal	2,8	-15,96483818	-54,96418817	2017	2022717,965
202	Biomass_thermal	2,8	-15,96483818	-54,96418817	2018	2081979,703
203	Biomass_thermal	2,8	-15,96483818	-54,96418817	2019	2165575,082
204	Biomass_thermal	2,8	-15,96483818	-54,96418817	2020	2159592,592
205	Biomass_thermal	75	-21,0096722	-47,99237481	2017	54179945,49
206	Biomass_thermal	75	-21,0096722	-47,99237481	2018	55767313,47
207	Biomass_thermal	75	-21,0096722	-47,99237481	2019	58006475,42
208	Biomass_thermal	75	-21,0096722	-47,99237481	2020	57846230,14
209	Biomass_thermal	12	-21,09830805	-49,02051194	2017	8668791,278
210	Biomass_thermal	12	-21,09830805	-49,02051194	2018	8922770,155
211	Biomass_thermal	12	-21,09830805	-49,02051194	2019	9281036,067
212	Biomass_thermal	12	-21,09830805	-49,02051194	2020	9255396,822
213	Biomass_thermal	89	-20,20183	-49,35565	2017	64293535,31
214	Biomass_thermal	89	-20,20183	-49,35565	2018	66177211,99
215	Biomass_thermal	89	-20,20183	-49,35565	2019	68834350,83
216	Biomass_thermal	89	-20,20183	-49,35565	2020	68644193,1
217	Biomass_thermal	6	-21,40130021	-49,89350002	2017	4334395,639
218	Biomass_thermal	6	-21,40130021	-49,89350002	2018	4461385,078
219	Biomass_thermal	6	-21,40130021	-49,89350002	2019	4640518,033
220	Biomass_thermal	6	-21,40130021	-49,89350002	2020	4627698,411
221	Biomass_thermal	17	-22,74073355	-50,598509	2017	12280787,64
222	Biomass_thermal	17	-22,74073355	-50,598509	2018	12640591,05
223	Biomass_thermal	17	-22,74073355	-50,598509	2019	13148134,43
224	Biomass_thermal	17	-22,74073355	-50,598509	2020	13111812,16
225	Biomass_thermal	1,6	-22,05632484	-49,32094528	2017	1155838,837
226	Biomass_thermal	1,6	-22,05632484	-49,32094528	2018	1189702,687
227	Biomass_thermal	1,6	-22,05632484	-49,32094528	2019	1237471,476
228	Biomass_thermal	1,6	-22,05632484	-49,32094528	2020	1234052,91
229	Biomass_thermal	4	-21,62772593	-48,83048282	2017	2889597,093
230	Biomass_thermal	4	-21,62772593	-48,83048282	2018	2974256,718
231	Biomass_thermal	4	-21,62772593	-48,83048282	2019	3093678,689
232	Biomass_thermal	4	-21,62772593	-48,83048282	2020	3085132,274
233	Biomass_thermal	1,384	-22,67514966	-49,76271455	2017	999800,5941
234	Biomass_thermal	1,384	-22,67514966	-49,76271455	2018	1029092,825
235	Biomass_thermal	1,384	-22,67514966	-49,76271455	2019	1070412,826
236	Biomass_thermal	1,384	-22,67514966	-49,76271455	2020	1067455,767
237	Biomass_thermal	4,87	-27,02344695	-50,92507889	2017	3558121,817
238	Biomass_thermal	4,87	-27,02344695	-50,92507889	2018	3878879,068
239	Biomass_thermal	4,87	-27,02344695	-50,92507889	2019	4038407,284
240	Biomass_thermal	4,87	-27,02344695	-50,92507889	2020	3842966,518
241	Biomass_thermal	4,2	-21,23071457	-50,77811977	2017	3034076,947
242	Biomass_thermal	4,2	-21,23071457	-50,77811977	2018	3122969,554
243	Biomass_thermal	4,2	-21,23071457	-50,77811977	2019	3248362,623
244	Biomass_thermal	4,2	-21,23071457	-50,77811977	2020	3239388,888
245	Biomass_thermal	4,968	-22,33555556	-47,40833333	2017	3588879,589
246	Biomass_thermal	4,968	-22,33555556	-47,40833333	2018	3694026,844
247	Biomass_thermal	4,968	-22,33555556	-47,40833333	2019	3842348,932
248	Biomass_thermal	4,968	-22,33555556	-47,40833333	2020	3831734,284
249	Biomass_thermal	38,1	-22,34972019	-52,52397291	2017	27523412,31
250	Biomass_thermal	38,1	-22,34972019	-52,52397291	2018	28329795,24
251	Biomass_thermal	38,1	-22,34972019	-52,52397291	2019	29467289,51
252	Biomass_thermal	38,1	-22,34972019	-52,52397291	2020	29385884,91
253	Biomass_thermal	0,65	-21,82747807	-47,24949879	2017	469559,5276
254	Biomass_thermal	0,65	-21,82747807	-47,24949879	2018	483316,7167
255	Biomass_thermal	0,65	-21,82747807	-47,24949879	2019	502722,787
256	Biomass_thermal	0,65	-21,82747807	-47,24949879	2020	501333,9945
257	Biomass_thermal	75	-20,94366271	-48,08338624	2017	54179945,49
258	Biomass_thermal	75	-20,94366271	-48,08338624	2018	55767313,47
259	Biomass_thermal	75	-20,94366271	-48,08338624	2019	58006475,42
260	Biomass_thermal	75	-20,94366271	-48,08338624	2020	57846230,14
261	Biomass_thermal	3,2	-21,47666667	-46,80583333	2017	2311677,674
262	Biomass_thermal	3,2	-21,47666667	-46,80583333	2018	2379405,375
263	Biomass_thermal	3,2	-21,47666667	-46,80583333	2019	2474942,951
264	Biomass_thermal	3,2	-21,47666667	-46,80583333	2020	2468105,819
265	Biomass_thermal	2,76	-20,74808175	-49,71901433	2017	1993821,994
266	Biomass_thermal	2,76	-20,74808175	-49,71901433	2018	2052237,136
267	Biomass_thermal	2,76	-20,74808175	-49,71901433	2019	2134638,295
268	Biomass_thermal	2,76	-20,74808175	-49,71901433	2020	2128741,269
269	Biomass_thermal	2,76	-23,23833333	-47,613	2017	1993821,994
270	Biomass_thermal	2,76	-23,23833333	-47,613	2018	2052237,136
271	Biomass_thermal	2,76	-23,23833333	-47,613	2019	2134638,295
272	Biomass_thermal	2,76	-23,23833333	-47,613	2020	2128741,269
273	Biomass_thermal	22	-21,81781325	-48,61221331	2017	15892784,01
274	Biomass_thermal	22	-21,81781325	-48,61221331	2018	16358411,95
275	Biomass_thermal	22	-21,81781325	-48,61221331	2019	17015232,79
276	Biomass_thermal	22	-21,81781325	-48,61221331	2020	16968227,51
277	Biomass_thermal	4	-22,67212966	-48,81557455	2017	2889597,093
278	Biomass_thermal	4	-22,67212966	-48,81557455	2018	2974256,718
279	Biomass_thermal	4	-22,67212966	-48,81557455	2019	3093678,689
280	Biomass_thermal	4	-22,67212966	-48,81557455	2020	3085132,274
281	Biomass_thermal	1,16	-22,72372194	-47,64684611	2017	837983,1569
282	Biomass_thermal	1,16	-22,72372194	-47,64684611	2018	862534,4483
283	Biomass_thermal	1,16	-22,72372194	-47,64684611	2019	897166,8198
284	Biomass_thermal	1,16	-22,72372194	-47,64684611	2020	894688,3594
285	Biomass_thermal	1,25	-3,01823309	-47,37136676	2017	1809081,481
286	Biomass_thermal	1,25	-3,01823309	-47,37136676	2018	1489114,972
287	Biomass_thermal	1,25	-3,01823309	-47,37136676	2019	864987,7167
288	Biomass_thermal	1,25	-3,01823309	-47,37136676	2020	1268572,844
289	Biomass_thermal	0,7	-21,15500018	-47,92842991	2017	505679,4912
290	Biomass_thermal	0,7	-21,15500018	-47,92842991	2018	520494,9257
291	Biomass_thermal	0,7	-21,15500018	-47,92842991	2019	541393,7706
292	Biomass_thermal	0,7	-21,15500018	-47,92842991	2020	539898,1479
293	Biomass_thermal	15	-21,48777778	-51,02833333	2017	10835989,1
294	Biomass_thermal	15	-21,48777778	-51,02833333	2018	11153462,69
295	Biomass_thermal	15	-21,48777778	-51,02833333	2019	11601295,08
296	Biomass_thermal	15	-21,48777778	-51,02833333	2020	11569246,03
297	Biomass_thermal	4,2	-29,12100967	-56,54353455	2017	3068606,084
298	Biomass_thermal	4,2	-29,12100967	-56,54353455	2018	3345234,514
299	Biomass_thermal	4,2	-29,12100967	-56,54353455	2019	3482815,317
300	Biomass_thermal	4,2	-29,12100967	-56,54353455	2020	3314262,705
301	Biomass_thermal	2,4	-23,04944	-47,70765	2017	1733758,256
302	Biomass_thermal	2,4	-23,04944	-47,70765	2018	1784554,031
303	Biomass_thermal	2,4	-23,04944	-47,70765	2019	1856207,213
304	Biomass_thermal	2,4	-23,04944	-47,70765	2020	1851079,364
305	Biomass_thermal	78	-20,76989996	-51,25869989	2017	56347143,31
306	Biomass_thermal	78	-20,76989996	-51,25869989	2018	57998006,01
307	Biomass_thermal	78	-20,76989996	-51,25869989	2019	60326734,43
308	Biomass_thermal	78	-20,76989996	-51,25869989	2020	60160079,34
309	Biomass_thermal	3	-26,47727966	-49,15049455	2017	2191861,489
310	Biomass_thermal	3	-26,47727966	-49,15049455	2018	2389453,225
311	Biomass_thermal	3	-26,47727966	-49,15049455	2019	2487725,226
312	Biomass_thermal	3	-26,47727966	-49,15049455	2020	2367330,504
313	Biomass_thermal	25	-22,46995967	-50,77933455	2017	18059981,83
314	Biomass_thermal	25	-22,46995967	-50,77933455	2018	18589104,49
315	Biomass_thermal	25	-22,46995967	-50,77933455	2019	19335491,81
316	Biomass_thermal	25	-22,46995967	-50,77933455	2020	19282076,71
317	Biomass_thermal	1,8512	-22,60321398	-46,92949216	2017	1337305,535
318	Biomass_thermal	1,8512	-22,60321398	-46,92949216	2018	1376486,009
319	Biomass_thermal	1,8512	-22,60321398	-46,92949216	2019	1431754,497
320	Biomass_thermal	1,8512	-22,60321398	-46,92949216	2020	1427799,216
321	Biomass_thermal	4,4	-21,91459057	-50,86549965	2017	3178556,802
322	Biomass_thermal	4,4	-21,91459057	-50,86549965	2018	3271682,39
323	Biomass_thermal	4,4	-21,91459057	-50,86549965	2019	3403046,558
324	Biomass_thermal	4,4	-21,91459057	-50,86549965	2020	3393645,501
325	Biomass_thermal	9,4	-20,82110014	-48,82270001	2017	6790553,168
326	Biomass_thermal	9,4	-20,82110014	-48,82270001	2018	6989503,288
327	Biomass_thermal	9,4	-20,82110014	-48,82270001	2019	7270144,919
328	Biomass_thermal	9,4	-20,82110014	-48,82270001	2020	7250060,844
329	Biomass_thermal	10	-9,50138694	-36,02142694	2017	5391905,516
330	Biomass_thermal	10	-9,50138694	-36,02142694	2018	5805188,647
331	Biomass_thermal	10	-9,50138694	-36,02142694	2019	5017633,005
332	Biomass_thermal	10	-9,50138694	-36,02142694	2020	5167781,942
333	Biomass_thermal	10	-23,37083709	-52,70887682	2017	7306204,962
334	Biomass_thermal	10	-23,37083709	-52,70887682	2018	7964844,082
335	Biomass_thermal	10	-23,37083709	-52,70887682	2019	8292417,422
336	Biomass_thermal	10	-23,37083709	-52,70887682	2020	7891101,679
337	Biomass_thermal	75	-21,09656522	-48,93353455	2017	54179945,49
338	Biomass_thermal	75	-21,09656522	-48,93353455	2018	55767313,47
339	Biomass_thermal	75	-21,09656522	-48,93353455	2019	58006475,42
340	Biomass_thermal	75	-21,09656522	-48,93353455	2020	57846230,14
341	Biomass_thermal	3,6	-22,87330621	-47,45355109	2017	2600637,383
342	Biomass_thermal	3,6	-22,87330621	-47,45355109	2018	2676831,047
343	Biomass_thermal	3,6	-22,87330621	-47,45355109	2019	2784310,82
344	Biomass_thermal	3,6	-22,87330621	-47,45355109	2020	2776619,047
345	Biomass_thermal	8,949	-21,19320283	-49,13722129	2017	6464751,096
346	Biomass_thermal	8,949	-21,19320283	-49,13722129	2018	6654155,843
347	Biomass_thermal	8,949	-21,19320283	-49,13722129	2019	6921332,647
348	Biomass_thermal	8,949	-21,19320283	-49,13722129	2020	6902212,18
349	Biomass_thermal	1,2	-22,30909996	-51,2209999	2017	866879,1278
350	Biomass_thermal	1,2	-22,30909996	-51,2209999	2018	892277,0155
351	Biomass_thermal	1,2	-22,30909996	-51,2209999	2019	928103,6067
352	Biomass_thermal	1,2	-22,30909996	-51,2209999	2020	925539,6822
353	Biomass_thermal	32	-20,72833333	-50,95972222	2017	23116776,74
354	Biomass_thermal	32	-20,72833333	-50,95972222	2018	23794053,75
355	Biomass_thermal	32	-20,72833333	-50,95972222	2019	24749429,51
356	Biomass_thermal	32	-20,72833333	-50,95972222	2020	24681058,19
357	Biomass_thermal	3,864	-22,6777	-49,4202	2017	2791350,792
358	Biomass_thermal	3,864	-22,6777	-49,4202	2018	2873131,99
359	Biomass_thermal	3,864	-22,6777	-49,4202	2019	2988493,614
360	Biomass_thermal	3,864	-22,6777	-49,4202	2020	2980237,777
361	Biomass_thermal	2,4	-21,19895932	-51,21635575	2017	1733758,256
362	Biomass_thermal	2,4	-21,19895932	-51,21635575	2018	1784554,031
363	Biomass_thermal	2,4	-21,19895932	-51,21635575	2019	1856207,213
364	Biomass_thermal	2,4	-21,19895932	-51,21635575	2020	1851079,364
365	Biomass_thermal	3,88	-23,52433367	-48,92872555	2017	2802909,18
366	Biomass_thermal	3,88	-23,52433367	-48,92872555	2018	2885029,017
367	Biomass_thermal	3,88	-23,52433367	-48,92872555	2019	3000868,328
368	Biomass_thermal	3,88	-23,52433367	-48,92872555	2020	2992578,306
369	Biomass_thermal	33	-22,7673489	-50,11279597	2017	23839176,02
370	Biomass_thermal	33	-22,7673489	-50,11279597	2018	24537617,93
371	Biomass_thermal	33	-22,7673489	-50,11279597	2019	25522849,18
372	Biomass_thermal	33	-22,7673489	-50,11279597	2020	25452341,26
373	Biomass_thermal	14,312	-9,98331876	-36,22781949	2017	7716895,175
374	Biomass_thermal	14,312	-9,98331876	-36,22781949	2018	8308385,991
375	Biomass_thermal	14,312	-9,98331876	-36,22781949	2019	7181236,357
376	Biomass_thermal	14,312	-9,98331876	-36,22781949	2020	7396129,516
377	Biomass_thermal	80,5	-21,84494932	-47,3602798	2017	58153141,49
378	Biomass_thermal	80,5	-21,84494932	-47,3602798	2018	59856916,46
379	Biomass_thermal	80,5	-21,84494932	-47,3602798	2019	62260283,62
380	Biomass_thermal	80,5	-21,84494932	-47,3602798	2020	62088287,01
