ID	Source	State	Number_of_factories_per_state	Municipality	year	Factory_Name	lat	long	fabricated_cement	Unit
597	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2016	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	381787,1667	t clínquer
598	Produção cimento	Rio Grande do Sul	4	Candiota	2017	INTERCEMENT, Candiota - RS	-31,584917	-54	355031,25	t clínquer
599	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2017	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	355031,25	t clínquer
600	Produção cimento	Rio Grande do Sul	4	Esteio	2017	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	355031,25	t clínquer
601	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2017	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	355031,25	t clínquer
602	Produção cimento	Rio Grande do Sul	4	Candiota	2018	INTERCEMENT, Candiota - RS	-31,584917	-54	341644,9167	t clínquer
603	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2018	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	341644,9167	t clínquer
604	Produção cimento	Rio Grande do Sul	4	Esteio	2018	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	341644,9167	t clínquer
605	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2018	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	341644,9167	t clínquer
606	Produção cimento	Rio Grande do Sul	4	Candiota	2019	INTERCEMENT, Candiota - RS	-31,584917	-54	344541,5	t clínquer
607	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2019	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	344541,5	t clínquer
608	Produção cimento	Rio Grande do Sul	4	Esteio	2019	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	344541,5	t clínquer
609	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2019	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	344541,5	t clínquer
610	Produção cimento	Rio Grande do Sul	4	Candiota	2020	INTERCEMENT, Candiota - RS	-31,584917	-54	378458,6667	t clínquer
611	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2020	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	378458,6667	t clínquer
612	Produção cimento	Rio Grande do Sul	4	Esteio	2020	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	378458,6667	t clínquer
613	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2020	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	378458,6667	t clínquer
614	Produção cimento	Rio Grande do Sul	4	Candiota	2021	INTERCEMENT, Candiota - RS	-31,584917	-54	422048	t clínquer
615	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2021	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	422048	t clínquer
616	Produção cimento	Rio Grande do Sul	4	Esteio	2021	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	422048	t clínquer
617	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2021	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	422048	t clínquer
618	Produção cimento	Rio Grande do Sul	4	Candiota	2022	INTERCEMENT, Candiota - RS	-31,584917	-54	229576,5	t clínquer
619	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2022	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	229576,5	t clínquer
620	Produção cimento	Rio Grande do Sul	4	Esteio	2022	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	229576,5	t clínquer
621	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2022	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	229576,5	t clínquer
622	Produção cimento	Rio de Janeiro	8	Cantagalo	2014	CRH, Cantagalo - RJ	-21,980226	-42	558376,375	t clínquer
623	Produção cimento	Rio de Janeiro	8	Volta Redonda	2014	CSN, Volta Redonda - RJ	-22,509047	-44	558376,375	t clínquer
624	Produção cimento	Rio de Janeiro	8	Cantagalo	2014	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	558376,375	t clínquer
625	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2014	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	558376,375	t clínquer
626	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2014	MIZU, Rio de Janeiro - RJ	-22,860007	-44	558376,375	t clínquer
627	Produção cimento	Rio de Janeiro	8	Volta Redonda	2014	TUPI, Volta Redonda - RJ	-22,521602	-44	558376,375	t clínquer
628	Produção cimento	Rio de Janeiro	8	Cantagalo	2014	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	558376,375	t clínquer
629	Produção cimento	Rio de Janeiro	8	Santa Cruz	2014	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	558376,375	t clínquer
630	Produção cimento	Rio de Janeiro	8	Cantagalo	2015	CRH, Cantagalo - RJ	-21,980226	-42	539383,5	t clínquer
631	Produção cimento	Rio de Janeiro	8	Volta Redonda	2015	CSN, Volta Redonda - RJ	-22,509047	-44	539383,5	t clínquer
632	Produção cimento	Rio de Janeiro	8	Cantagalo	2015	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	539383,5	t clínquer
633	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2015	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	539383,5	t clínquer
634	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2015	MIZU, Rio de Janeiro - RJ	-22,860007	-44	539383,5	t clínquer
635	Produção cimento	Rio de Janeiro	8	Volta Redonda	2015	TUPI, Volta Redonda - RJ	-22,521602	-44	539383,5	t clínquer
636	Produção cimento	Rio de Janeiro	8	Cantagalo	2015	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	539383,5	t clínquer
637	Produção cimento	Rio de Janeiro	8	Santa Cruz	2015	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	539383,5	t clínquer
638	Produção cimento	Rio de Janeiro	8	Cantagalo	2016	CRH, Cantagalo - RJ	-21,980226	-42	467656,5	t clínquer
639	Produção cimento	Rio de Janeiro	8	Volta Redonda	2016	CSN, Volta Redonda - RJ	-22,509047	-44	467656,5	t clínquer
640	Produção cimento	Rio de Janeiro	8	Cantagalo	2016	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	467656,5	t clínquer
641	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2016	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	467656,5	t clínquer
642	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2016	MIZU, Rio de Janeiro - RJ	-22,860007	-44	467656,5	t clínquer
643	Produção cimento	Rio de Janeiro	8	Volta Redonda	2016	TUPI, Volta Redonda - RJ	-22,521602	-44	467656,5	t clínquer
644	Produção cimento	Rio de Janeiro	8	Cantagalo	2016	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	467656,5	t clínquer
645	Produção cimento	Rio de Janeiro	8	Santa Cruz	2016	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	467656,5	t clínquer
646	Produção cimento	Rio de Janeiro	8	Cantagalo	2017	CRH, Cantagalo - RJ	-21,980226	-42	402976,375	t clínquer
647	Produção cimento	Rio de Janeiro	8	Volta Redonda	2017	CSN, Volta Redonda - RJ	-22,509047	-44	402976,375	t clínquer
648	Produção cimento	Rio de Janeiro	8	Cantagalo	2017	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	402976,375	t clínquer
649	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2017	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	402976,375	t clínquer
650	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2017	MIZU, Rio de Janeiro - RJ	-22,860007	-44	402976,375	t clínquer
651	Produção cimento	Rio de Janeiro	8	Volta Redonda	2017	TUPI, Volta Redonda - RJ	-22,521602	-44	402976,375	t clínquer
652	Produção cimento	Rio de Janeiro	8	Cantagalo	2017	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	402976,375	t clínquer
653	Produção cimento	Rio de Janeiro	8	Santa Cruz	2017	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	402976,375	t clínquer
654	Produção cimento	Rio de Janeiro	8	Cantagalo	2018	CRH, Cantagalo - RJ	-21,980226	-42	436722	t clínquer
655	Produção cimento	Rio de Janeiro	8	Volta Redonda	2018	CSN, Volta Redonda - RJ	-22,509047	-44	436722	t clínquer
656	Produção cimento	Rio de Janeiro	8	Cantagalo	2018	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	436722	t clínquer
657	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2018	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	436722	t clínquer
658	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2018	MIZU, Rio de Janeiro - RJ	-22,860007	-44	436722	t clínquer
659	Produção cimento	Rio de Janeiro	8	Volta Redonda	2018	TUPI, Volta Redonda - RJ	-22,521602	-44	436722	t clínquer
660	Produção cimento	Rio de Janeiro	8	Cantagalo	2018	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	436722	t clínquer
661	Produção cimento	Rio de Janeiro	8	Santa Cruz	2018	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	436722	t clínquer
662	Produção cimento	Rio de Janeiro	8	Cantagalo	2019	CRH, Cantagalo - RJ	-21,980226	-42	487239,75	t clínquer
663	Produção cimento	Rio de Janeiro	8	Volta Redonda	2019	CSN, Volta Redonda - RJ	-22,509047	-44	487239,75	t clínquer
664	Produção cimento	Rio de Janeiro	8	Cantagalo	2019	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	487239,75	t clínquer
665	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2019	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	487239,75	t clínquer
666	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2019	MIZU, Rio de Janeiro - RJ	-22,860007	-44	487239,75	t clínquer
667	Produção cimento	Rio de Janeiro	8	Volta Redonda	2019	TUPI, Volta Redonda - RJ	-22,521602	-44	487239,75	t clínquer
668	Produção cimento	Rio de Janeiro	8	Cantagalo	2019	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	487239,75	t clínquer
669	Produção cimento	Rio de Janeiro	8	Santa Cruz	2019	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	487239,75	t clínquer
670	Produção cimento	Rio de Janeiro	8	Cantagalo	2020	CRH, Cantagalo - RJ	-21,980226	-42	464728,75	t clínquer
671	Produção cimento	Rio de Janeiro	8	Volta Redonda	2020	CSN, Volta Redonda - RJ	-22,509047	-44	464728,75	t clínquer
672	Produção cimento	Rio de Janeiro	8	Cantagalo	2020	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	464728,75	t clínquer
673	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2020	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	464728,75	t clínquer
674	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2020	MIZU, Rio de Janeiro - RJ	-22,860007	-44	464728,75	t clínquer
675	Produção cimento	Rio de Janeiro	8	Volta Redonda	2020	TUPI, Volta Redonda - RJ	-22,521602	-44	464728,75	t clínquer
676	Produção cimento	Rio de Janeiro	8	Cantagalo	2020	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	464728,75	t clínquer
677	Produção cimento	Rio de Janeiro	8	Santa Cruz	2020	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	464728,75	t clínquer
678	Produção cimento	Rio de Janeiro	8	Cantagalo	2021	CRH, Cantagalo - RJ	-21,980226	-42	514501,75	t clínquer
679	Produção cimento	Rio de Janeiro	8	Volta Redonda	2021	CSN, Volta Redonda - RJ	-22,509047	-44	514501,75	t clínquer
680	Produção cimento	Rio de Janeiro	8	Cantagalo	2021	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	514501,75	t clínquer
681	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2021	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	514501,75	t clínquer
682	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2021	MIZU, Rio de Janeiro - RJ	-22,860007	-44	514501,75	t clínquer
683	Produção cimento	Rio de Janeiro	8	Volta Redonda	2021	TUPI, Volta Redonda - RJ	-22,521602	-44	514501,75	t clínquer
684	Produção cimento	Rio de Janeiro	8	Cantagalo	2021	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	514501,75	t clínquer
685	Produção cimento	Rio de Janeiro	8	Santa Cruz	2021	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	514501,75	t clínquer
686	Produção cimento	Rio de Janeiro	8	Cantagalo	2022	CRH, Cantagalo - RJ	-21,980226	-42	282883,375	t clínquer
687	Produção cimento	Rio de Janeiro	8	Volta Redonda	2022	CSN, Volta Redonda - RJ	-22,509047	-44	282883,375	t clínquer
688	Produção cimento	Rio de Janeiro	8	Cantagalo	2022	LAFARGEHOLCIM, Cantagalo - RJ	-21,941136	-42	282883,375	t clínquer
689	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2022	LAFARGEHOLCIM, Rio de Janeiro - RJ	-22,889338	-44	282883,375	t clínquer
690	Produção cimento	Rio de Janeiro	8	Rio de Janeiro	2022	MIZU, Rio de Janeiro - RJ	-22,860007	-44	282883,375	t clínquer
691	Produção cimento	Rio de Janeiro	8	Volta Redonda	2022	TUPI, Volta Redonda - RJ	-22,521602	-44	282883,375	t clínquer
692	Produção cimento	Rio de Janeiro	8	Cantagalo	2022	VOTORANTIM CIMENTOS, Cantagalo - RJ	-21,912439	-42	282883,375	t clínquer
693	Produção cimento	Rio de Janeiro	8	Santa Cruz	2022	VOTORANTIM CIMENTOS, Santa Cruz - RJ	-22,904392	-44	282883,375	t clínquer
694	Produção cimento	Rondônia	1	Porto Velho	2014	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	411419	t clínquer
695	Produção cimento	Rondônia	1	Porto Velho	2015	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	457724	t clínquer
696	Produção cimento	Rondônia	1	Porto Velho	2016	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	256156	t clínquer
697	Produção cimento	Rondônia	1	Porto Velho	2017	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	206445	t clínquer
698	Produção cimento	Rondônia	1	Porto Velho	2018	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	279966,4286	t clínquer
699	Produção cimento	Rondônia	1	Porto Velho	2019	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	214264,7143	t clínquer
700	Produção cimento	Rondônia	1	Porto Velho	2020	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	304654	t clínquer
701	Produção cimento	Rondônia	1	Porto Velho	2021	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	278926	t clínquer
702	Produção cimento	Rondônia	1	Porto Velho	2022	VOTORANTIM CIMENTOS, Porto Velho - RO	-8,800253	-64	143673,5714	t clínquer
703	Produção cimento	Santa Catarina	5	Capivari de Baixo	2014	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	455367,1333	t clínquer
704	Produção cimento	Santa Catarina	5	Pomerode	2014	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	455367,1333	t clínquer
705	Produção cimento	Santa Catarina	5	Imbituba	2014	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	455367,1333	t clínquer
706	Produção cimento	Santa Catarina	5	Itajaí	2014	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	455367,1333	t clínquer
707	Produção cimento	Santa Catarina	5	Vidal Ramos	2014	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	455367,1333	t clínquer
708	Produção cimento	Santa Catarina	5	Capivari de Baixo	2015	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	377632,0667	t clínquer
709	Produção cimento	Santa Catarina	5	Pomerode	2015	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	377632,0667	t clínquer
710	Produção cimento	Santa Catarina	5	Imbituba	2015	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	377632,0667	t clínquer
711	Produção cimento	Santa Catarina	5	Itajaí	2015	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	377632,0667	t clínquer
712	Produção cimento	Santa Catarina	5	Vidal Ramos	2015	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	377632,0667	t clínquer
713	Produção cimento	Santa Catarina	5	Capivari de Baixo	2016	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	294712,5333	t clínquer
714	Produção cimento	Santa Catarina	5	Pomerode	2016	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	294712,5333	t clínquer
715	Produção cimento	Santa Catarina	5	Imbituba	2016	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	294712,5333	t clínquer
716	Produção cimento	Santa Catarina	5	Itajaí	2016	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	294712,5333	t clínquer
717	Produção cimento	Santa Catarina	5	Vidal Ramos	2016	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	294712,5333	t clínquer
718	Produção cimento	Santa Catarina	5	Capivari de Baixo	2017	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	287560,6	t clínquer
719	Produção cimento	Santa Catarina	5	Pomerode	2017	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	287560,6	t clínquer
720	Produção cimento	Santa Catarina	5	Imbituba	2017	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	287560,6	t clínquer
721	Produção cimento	Santa Catarina	5	Itajaí	2017	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	287560,6	t clínquer
722	Produção cimento	Santa Catarina	5	Vidal Ramos	2017	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	287560,6	t clínquer
723	Produção cimento	Santa Catarina	5	Capivari de Baixo	2018	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	287024,1333	t clínquer
724	Produção cimento	Santa Catarina	5	Pomerode	2018	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	287024,1333	t clínquer
725	Produção cimento	Santa Catarina	5	Imbituba	2018	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	287024,1333	t clínquer
726	Produção cimento	Santa Catarina	5	Itajaí	2018	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	287024,1333	t clínquer
727	Produção cimento	Santa Catarina	5	Vidal Ramos	2018	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	287024,1333	t clínquer
728	Produção cimento	Santa Catarina	5	Capivari de Baixo	2019	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	304852	t clínquer
729	Produção cimento	Santa Catarina	5	Pomerode	2019	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	304852	t clínquer
730	Produção cimento	Santa Catarina	5	Imbituba	2019	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	304852	t clínquer
731	Produção cimento	Santa Catarina	5	Itajaí	2019	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	304852	t clínquer
732	Produção cimento	Santa Catarina	5	Vidal Ramos	2019	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	304852	t clínquer
733	Produção cimento	Santa Catarina	5	Capivari de Baixo	2020	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	343305,5333	t clínquer
734	Produção cimento	Santa Catarina	5	Pomerode	2020	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	343305,5333	t clínquer
735	Produção cimento	Santa Catarina	5	Imbituba	2020	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	343305,5333	t clínquer
736	Produção cimento	Santa Catarina	5	Itajaí	2020	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	343305,5333	t clínquer
737	Produção cimento	Santa Catarina	5	Vidal Ramos	2020	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	343305,5333	t clínquer
738	Produção cimento	Santa Catarina	5	Capivari de Baixo	2021	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	400845,2	t clínquer
739	Produção cimento	Santa Catarina	5	Pomerode	2021	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	400845,2	t clínquer
740	Produção cimento	Santa Catarina	5	Imbituba	2021	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	400845,2	t clínquer
741	Produção cimento	Santa Catarina	5	Itajaí	2021	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	400845,2	t clínquer
742	Produção cimento	Santa Catarina	5	Vidal Ramos	2021	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	400845,2	t clínquer
743	Produção cimento	Santa Catarina	5	Capivari de Baixo	2022	POZOSUL, Capivari de Baixo - SC	-28,42847	-49	234447	t clínquer
744	Produção cimento	Santa Catarina	5	Pomerode	2022	SUPREMOSECIL, Pomerode - SC	-26,818808	-49	234447	t clínquer
745	Produção cimento	Santa Catarina	5	Imbituba	2022	VOTORANTIM CIMENTOS, Imbituba - SC	-28,211588	-49	234447	t clínquer
746	Produção cimento	Santa Catarina	5	Itajaí	2022	VOTORANTIM CIMENTOS, Itajaí - SC	-26,879973	-49	234447	t clínquer
747	Produção cimento	Santa Catarina	5	Vidal Ramos	2022	VOTORANTIM CIMENTOS, Vidal Ramos - SC	-27,3566	-49	234447	t clínquer
748	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2014	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	1136968,852	t clínquer
749	Produção cimento	Sergipe	3	Pacatuba	2014	MIZU, Pacatuba - SE	-10,416466	-37	1136968,852	t clínquer
750	Produção cimento	Sergipe	3	Laranjeiras	2014	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	1136968,852	t clínquer
751	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2015	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	1031095,741	t clínquer
752	Produção cimento	Sergipe	3	Pacatuba	2015	MIZU, Pacatuba - SE	-10,416466	-37	1031095,741	t clínquer
753	Produção cimento	Sergipe	3	Laranjeiras	2015	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	1031095,741	t clínquer
754	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2016	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	736527,1481	t clínquer
755	Produção cimento	Sergipe	3	Pacatuba	2016	MIZU, Pacatuba - SE	-10,416466	-37	736527,1481	t clínquer
756	Produção cimento	Sergipe	3	Laranjeiras	2016	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	736527,1481	t clínquer
757	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2017	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	694657,963	t clínquer
758	Produção cimento	Sergipe	3	Pacatuba	2017	MIZU, Pacatuba - SE	-10,416466	-37	694657,963	t clínquer
759	Produção cimento	Sergipe	3	Laranjeiras	2017	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	694657,963	t clínquer
760	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2018	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	687900,1111	t clínquer
761	Produção cimento	Sergipe	3	Pacatuba	2018	MIZU, Pacatuba - SE	-10,416466	-37	687900,1111	t clínquer
762	Produção cimento	Sergipe	3	Laranjeiras	2018	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	687900,1111	t clínquer
763	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2019	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	697490	t clínquer
764	Produção cimento	Sergipe	3	Pacatuba	2019	MIZU, Pacatuba - SE	-10,416466	-37	697490	t clínquer
765	Produção cimento	Sergipe	3	Laranjeiras	2019	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	697490	t clínquer
766	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2020	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	803128,1111	t clínquer
767	Produção cimento	Sergipe	3	Pacatuba	2020	MIZU, Pacatuba - SE	-10,416466	-37	803128,1111	t clínquer
768	Produção cimento	Sergipe	3	Laranjeiras	2020	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	803128,1111	t clínquer
769	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2021	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	761733,4444	t clínquer
770	Produção cimento	Sergipe	3	Pacatuba	2021	MIZU, Pacatuba - SE	-10,416466	-37	761733,4444	t clínquer
771	Produção cimento	Sergipe	3	Laranjeiras	2021	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	761733,4444	t clínquer
772	Produção cimento	Sergipe	3	Nossa Senhora do Socorro	2022	NASSAU (Grupo João Santos), Nossa Senhora do Socorro - SE	-10,843365	-37	416491,8148	t clínquer
773	Produção cimento	Sergipe	3	Pacatuba	2022	MIZU, Pacatuba - SE	-10,416466	-37	416491,8148	t clínquer
774	Produção cimento	Sergipe	3	Laranjeiras	2022	VOTORANTIM CIMENTOS, Laranjeiras - SE	-10,826338	-37	416491,8148	t clínquer
775	Produção cimento	São Paulo	12	Apiaí	2014	INTERCEMENT, Apiaí - SP	-24,518454	-49	814539,4167	t clínquer
776	Produção cimento	São Paulo	12	Cajati	2014	INTERCEMENT, Cajati - SP	-24,709318	-48	814539,4167	t clínquer
777	Produção cimento	São Paulo	12	Cubatão	2014	INTERCEMENT, Cubatão - SP	-23,827832	-46	814539,4167	t clínquer
778	Produção cimento	São Paulo	12	Jacareí	2014	INTERCEMENT, Jacareí - SP	-23,272865	-46	814539,4167	t clínquer
779	Produção cimento	São Paulo	12	Itapeva	2014	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	814539,4167	t clínquer
780	Produção cimento	São Paulo	12	Sorocaba	2014	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	814539,4167	t clínquer
781	Produção cimento	São Paulo	12	Mogi das Cruzes	2014	MIZU, Mogi das Cruzes - SP	-23,449839	-46	814539,4167	t clínquer
782	Produção cimento	São Paulo	12	Mogi das Cruzes	2014	TUPI, Mogi das Cruzes - SP	-23,431076	-46	814539,4167	t clínquer
783	Produção cimento	São Paulo	12	Cubatão	2014	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	814539,4167	t clínquer
784	Produção cimento	São Paulo	12	Ribeirão Grande	2014	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	814539,4167	t clínquer
785	Produção cimento	São Paulo	12	Salto de Pirapora	2014	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	814539,4167	t clínquer
